"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"64","1966","5","Karnataka","Bangalore","45.0","65.0","1444.44","0.0","0.0","0.0","2.0","1.0","500.0","0.0","0.0","0.0","2.0","1.0","500.0","0.0","0.0","0.0","0.0","0.0","0.0","261.0","153.0","586.21","0.0","0.0","0.0","4.0","4.0","1000.0","8.0","3.0","375.0","42.27","6.77","160.16","9.0","10.1","1122.22","2.9","1.6","551.72","0.7","0.1","142.86","0.71","0.01","14.08","4.1","2.5","609.76","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.3","19.23","1050.82","3.3","62.9","19060.61","0.0","0.0","0.0","6.39","4.95","11.34","1.79","0.37","5.36"
"64","1967","5","Karnataka","Bangalore","36.0","21.0","583.33","0.0","0.0","0.0","4.0","2.0","500.0","0.0","0.0","0.0","4.0","2.0","500.0","0.0","0.0","0.0","3.0","4.0","1333.33","230.0","172.0","747.83","0.0","0.0","0.0","5.0","2.0","400.0","6.0","2.0","333.33","38.54","6.42","166.58","10.0","5.6","560.0","2.9","0.9","310.34","0.7","0.1","142.86","1.11","0.17","153.15","2.6","0.9","346.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.69","6.69","378.18","2.7","52.6","19481.48","0.0","0.0","0.0","5.5","4.15","9.65","1.7","0.59","6.04"
"64","1968","5","Karnataka","Bangalore","35.3","43.0","1218.13","0.4","0.0","0.0","3.3","2.8","848.48","0.6","0.7","1166.67","3.9","3.5","897.44","0.0","0.0","0.0","5.9","26.0","4406.78","225.3","129.0","572.57","0.0","0.0","0.0","2.4","1.0","416.67","4.3","3.0","697.67","41.76","5.82","139.37","9.3","6.0","645.16","2.9","0.8","275.86","1.2","0.3","250.0","0.0","0.0","0.0","2.9","1.8","620.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.3","9.62","590.18","3.4","29.5","8676.47","0.0","0.0","0.0","5.37","4.02","9.39","1.59","0.61","6.08"
"64","1969","5","Karnataka","Bangalore","37.3","41.4","1109.92","0.8","1.4","1750.0","0.0","0.0","0.0","1.9","2.2","1157.89","1.9","2.2","1157.89","0.2","0.1","500.0","5.2","21.7","4173.08","222.0","155.7","701.35","0.0","0.0","0.0","0.1","0.0","0.0","4.5","2.4","533.33","45.89","13.94","303.77","10.2","10.1","990.2","3.1","1.3","419.35","1.2","0.3","250.0","0.0","0.0","0.0","3.0","1.5","500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.41","12.69","773.31","3.8","25.6","6736.84","0.0","0.0","0.0","4.88","3.95","8.82","1.07","0.45","14.3"
"64","1970","5","Karnataka","Bangalore","43.5","63.7","1464.37","0.1","0.2","2000.0","6.0","5.1","850.0","0.0","0.0","0.0","6.0","5.1","850.0","0.0","0.0","0.0","12.1","45.5","3760.33","231.3","175.6","759.19","0.0","0.0","0.0","0.1","0.1","1000.0","4.1","2.9","707.32","45.3","14.92","329.36","11.2","7.6","678.57","3.0","1.2","400.0","0.7","0.2","285.71","0.0","0.0","0.0","3.2","1.4","437.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.16","10.45","518.35","3.9","32.4","8307.69","0.0","0.0","0.0","6.01","5.5","11.52","0.55","0.22","15.79"
"64","1971","5","Karnataka","Bangalore","36.8","68.5","1861.41","0.6","1.6","2666.67","0.1","0.4","4000.0","0.0","0.0","0.0","0.1","0.4","4000.0","0.0","0.0","0.0","14.2","53.2","3746.48","218.6","191.2","874.66","0.0","0.0","0.0","0.1","0.0","0.0","3.9","2.6","666.67","44.84","19.14","426.85","14.6","13.2","904.11","3.4","1.0","294.12","0.8","0.2","250.0","0.01","0.0","0.0","2.8","2.3","821.43","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.72","18.2","736.25","3.5","33.2","9485.71","0.0","0.0","0.0","5.68","4.53","10.21","0.77","0.05","15.18"
"64","1972","5","Karnataka","Bangalore","37.3","76.7","2056.3","0.1","0.1","1000.0","0.2","0.5","2500.0","0.1","0.2","2000.0","0.3","0.7","2333.33","0.0","0.0","0.0","7.1","28.2","3971.83","217.9","177.0","812.3","0.0","0.0","0.0","0.2","0.0","0.0","4.0","2.7","675.0","42.95","17.27","402.1","16.4","13.1","798.78","2.5","1.1","440.0","0.7","0.4","571.43","0.0","0.0","0.0","2.9","1.4","482.76","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.33","16.04","633.24","3.7","37.9","10243.24","0.0","0.0","0.0","6.22","4.75","10.97","0.68","0.08","15.1"
"64","1973","5","Karnataka","Bangalore","37.8","78.4","2074.07","0.4","0.9","2250.0","0.2","0.4","2000.0","0.6","1.9","3166.67","0.8","2.3","2875.0","0.0","0.0","0.0","8.9","28.0","3146.07","206.8","149.1","720.99","0.0","0.0","0.0","0.3","0.1","333.33","3.9","2.1","538.46","51.23","16.64","324.81","19.2","16.1","838.54","2.5","0.5","200.0","0.9","0.3","333.33","0.0","0.0","0.0","3.0","1.2","400.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.47","17.57","639.61","4.9","40.9","8346.94","0.0","0.0","0.0","6.47","5.1","11.57","0.75","0.07","14.08"
"64","1974","5","Karnataka","Bangalore","36.1","61.8","1711.91","0.5","1.1","2200.0","0.6","1.5","2500.0","0.0","0.0","0.0","0.6","1.5","2500.0","0.0","0.0","0.0","9.3","30.5","3279.57","205.9","166.9","810.59","0.0","0.0","0.0","0.4","0.2","500.0","4.3","3.0","697.67","51.17","19.91","389.1","21.5","19.1","888.37","1.0","0.1","100.0","0.8","0.3","375.0","0.0","0.0","0.0","3.1","1.5","483.87","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.16","22.15","734.42","5.0","30.4","6080.0","0.0","0.0","0.0","6.97","5.2","12.16","0.75","0.05","14.08"
"64","1975","5","Karnataka","Bangalore","37.3","66.8","1790.88","0.6","0.7","1166.67","0.5","1.0","2000.0","0.0","0.0","0.0","0.5","1.0","2000.0","0.0","0.0","0.0","19.1","63.7","3335.08","210.1","196.7","936.22","0.0","0.0","0.0","0.3","0.1","333.33","4.1","3.2","780.49","48.28","19.04","394.37","19.5","15.0","769.23","1.1","0.8","727.27","1.2","0.4","333.33","0.0","0.0","0.0","2.7","1.6","592.59","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.13","18.33","651.62","4.6","30.2","6565.22","0.0","0.0","0.0","7.17","5.12","12.29","0.7","0.05","15.35"
"64","1976","5","Karnataka","Bangalore","22.3","23.2","1040.36","0.5","0.8","1600.0","0.1","0.1","1000.0","0.2","0.2","1000.0","0.3","0.3","1000.0","0.0","0.0","0.0","12.0","39.3","3275.0","202.9","187.2","922.62","0.0","0.0","0.0","0.2","0.1","500.0","4.0","1.4","350.0","48.68","18.67","383.53","17.3","9.5","549.13","0.7","0.1","142.86","1.1","0.3","272.73","0.0","0.0","0.0","2.7","0.8","296.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.27","11.7","463.0","4.1","29.8","7268.29","0.0","0.0","0.0","7.29","5.58","12.87","0.62","0.05","15.64"
"64","1977","5","Karnataka","Bangalore","38.3","94.0","2454.31","0.6","0.7","1166.67","0.2","0.3","1500.0","0.0","0.0","0.0","0.2","0.3","1500.0","0.1","0.0","0.0","18.8","61.6","3276.6","221.3","368.1","1663.35","0.0","0.0","0.0","0.2","0.1","500.0","4.5","4.6","1022.22","49.17","17.89","363.84","18.2","17.8","978.02","2.5","1.3","520.0","1.5","0.4","266.67","0.0","0.0","0.0","3.4","3.2","941.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.94","23.89","797.93","4.7","33.0","7021.28","0.0","0.0","0.0","7.62","6.03","13.66","0.8","0.03","15.57"
"64","1978","5","Karnataka","Bangalore","34.5","71.4","2069.57","0.4","0.6","1500.0","0.2","0.4","2000.0","0.0","0.0","0.0","0.2","0.4","2000.0","0.0","0.0","0.0","18.4","58.5","3179.35","227.6","347.7","1527.68","0.0","0.0","0.0","0.3","0.1","333.33","4.2","4.5","1071.43","50.27","16.93","336.78","22.0","20.3","922.73","4.3","2.2","511.63","1.9","0.4","210.53","0.0","0.0","0.0","3.3","3.2","969.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.25","28.65","769.13","4.9","34.3","7000.0","0.0","0.0","0.0","7.91","7.12","15.04","0.86","0.04","14.18"
"64","1979","5","Karnataka","Bangalore","28.1","54.5","1939.5","0.4","0.6","1500.0","0.1","0.1","1000.0","0.0","0.0","0.0","0.1","0.1","1000.0","0.0","0.0","0.0","11.0","39.9","3627.27","239.6","331.5","1383.56","0.0","0.0","0.0","0.3","0.1","333.33","4.4","4.3","977.27","49.19","11.47","233.18","19.9","22.3","1120.6","4.2","1.8","428.57","1.9","0.5","263.16","0.0","0.0","0.0","3.3","2.7","818.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.58","24.73","783.09","4.3","29.6","6883.72","0.0","0.0","0.0","9.43","7.87","17.29","0.89","0.07","14.59"
"64","1980","5","Karnataka","Bangalore","28.7","61.6","2146.34","0.3","0.4","1333.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","20.4","1854.55","210.7","201.0","953.96","0.0","0.0","0.0","0.3","0.1","333.33","4.2","4.2","1000.0","54.16","11.11","205.13","16.9","14.3","846.15","4.3","2.1","488.37","1.7","0.4","235.29","0.0","0.0","0.0","2.6","2.4","923.08","0.0","0.0","0.0","0.1","0.1","1000.0","0.0","0.0","0.0","23.63","14.85","628.44","5.0","38.1","7620.0","0.0","0.0","0.0","9.62","7.48","17.1","0.68","0.04","14.25"
"64","1981","5","Karnataka","Bangalore","31.8","61.3","1927.67","0.3","0.5","1666.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","37.1","4122.22","224.1","291.9","1302.54","0.0","0.0","0.0","0.3","0.1","333.33","5.3","4.1","773.58","51.07","15.28","299.2","19.5","10.7","548.72","4.1","1.6","390.24","2.0","0.5","250.0","0.0","0.0","0.0","3.5","3.1","885.71","0.0","0.0","0.0","0.1","0.1","1000.0","0.0","0.0","0.0","25.57","18.13","709.03","4.7","36.4","7744.68","0.0","0.0","0.0","9.02","7.5","16.51","0.81","0.03","13.62"
"64","1982","5","Karnataka","Bangalore","26.1","61.3","2348.66","0.3","0.4","1333.33","0.1","0.3","3000.0","0.2","0.5","2500.0","0.3","0.8","2666.67","0.0","0.0","0.0","10.0","28.5","2850.0","182.2","231.1","1268.39","0.0","0.0","0.0","0.3","0.1","333.33","3.7","2.2","594.59","58.72","9.52","162.13","20.7","18.3","884.06","3.8","1.3","342.11","1.4","0.3","214.29","0.0","0.0","0.0","2.8","3.1","1107.14","0.0","0.0","0.0","0.2","0.2","1000.0","0.0","0.0","0.0","23.12","13.57","586.94","5.2","32.4","6230.77","0.0","0.0","0.0","10.45","8.29","18.73","1.19","0.05","12.62"
"64","1983","5","Karnataka","Bangalore","35.4","82.6","2333.33","0.2","0.3","1500.0","0.1","0.3","3000.0","0.0","0.0","0.0","0.1","0.3","3000.0","0.0","0.0","0.0","11.0","40.2","3654.55","225.4","325.6","1444.54","0.0","0.0","0.0","0.3","0.1","333.33","4.3","3.2","744.19","53.69","14.04","261.5","21.0","25.2","1200.0","3.8","1.3","342.11","1.8","0.6","333.33","0.0","0.0","0.0","2.9","2.7","931.03","0.0","0.0","0.0","0.2","0.2","1000.0","0.0","0.0","0.0","30.77","34.07","1107.25","5.1","37.4","7333.33","0.0","0.0","0.0","10.4","8.17","18.57","0.9","0.04","13.03"
"64","1984","5","Karnataka","Bangalore","23.9","36.2","1514.64","0.3","0.4","1333.33","0.1","0.1","1000.0","0.0","0.0","0.0","0.1","0.1","1000.0","0.0","0.0","0.0","9.0","26.3","2922.22","187.4","185.8","991.46","0.0","0.0","0.0","0.5","0.2","400.0","4.7","2.2","468.09","51.96","12.22","235.18","17.9","21.3","1189.94","2.3","0.4","173.91","1.6","0.5","312.5","0.0","0.0","0.0","2.8","3.1","1107.14","0.0","0.0","0.0","0.4","0.3","750.0","0.0","0.0","0.0","33.18","28.1","846.9","3.5","28.1","8028.57","0.0","0.0","0.0","9.26","8.23","17.49","0.71","0.03","13.58"
"64","1985","5","Karnataka","Bangalore","14.7","10.0","680.27","0.2","0.2","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.6","27.2","3162.79","179.3","240.2","1339.65","0.0","0.0","0.0","0.4","0.1","250.0","5.2","4.5","865.38","50.97","12.09","237.2","19.5","19.4","994.87","2.1","0.7","333.33","1.4","0.5","357.14","0.0","0.0","0.0","2.4","2.4","1000.0","0.0","0.0","0.0","0.2","0.1","500.0","0.0","0.0","0.0","30.52","25.26","827.65","4.0","19.5","4875.0","0.0","0.0","0.0","10.47","6.52","16.99","1.1","0.06","10.6"
"64","1986","5","Karnataka","Bangalore","21.0","48.0","2285.71","0.2","0.2","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","17.0","2428.57","201.0","322.0","1601.99","0.0","0.0","0.0","0.0","0.0","0.0","10.0","6.0","600.0","45.61","10.81","237.01","21.0","18.0","857.14","3.2","1.0","312.5","0.2","0.1","500.0","0.0","0.0","0.0","3.2","2.7","843.75","0.0","0.0","0.0","0.7","0.4","571.43","0.0","0.0","0.0","34.25","35.71","1042.63","2.4","19.3","8041.67","0.0","0.0","0.0","10.1","7.77","17.87","1.03","0.08","9.12"
"64","1987","5","Karnataka","Bangalore","26.0","63.0","2423.08","0.1","0.1","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.3","22.1","3027.4","202.0","242.0","1198.02","0.0","0.0","0.0","1.0","0.3","300.0","8.0","5.0","625.0","62.22","16.97","272.74","19.0","20.0","1052.63","0.5","0.1","200.0","1.3","0.2","153.85","0.0","0.0","0.0","3.3","3.1","939.39","0.0","0.0","0.0","0.2","0.1","500.0","0.0","0.0","0.0","26.81","22.83","851.55","1.4","11.7","8357.14","0.0","0.0","0.0","10.69","9.38","20.07","1.01","0.06","11.67"
"64","1988","5","Karnataka","Bangalore","35.8","77.5","2164.8","0.1","0.1","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.2","19.0","2317.07","212.9","211.6","993.89","0.0","0.0","0.0","0.4","0.1","250.0","9.1","4.0","439.56","48.46","8.15","168.18","22.9","20.5","895.2","6.4","2.3","359.38","1.5","0.5","333.33","0.1","0.0","0.0","3.6","2.6","722.22","0.0","0.0","0.0","0.3","0.1","333.33","0.0","0.0","0.0","37.63","27.57","732.66","1.6","12.1","7562.5","0.0","0.0","0.0","22.44","20.69","43.11","1.33","0.11","10.58"
"64","1989","5","Karnataka","Bangalore","27.4","62.3","2273.72","0.1","0.1","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.6","17.1","2590.91","207.8","282.7","1360.44","0.0","0.0","0.0","0.1","0.0","0.0","8.2","4.0","487.8","47.07","10.19","216.49","19.7","29.9","1517.77","3.3","2.0","606.06","1.9","0.6","315.79","0.0","0.0","0.0","3.1","2.8","903.23","0.0","0.0","0.0","0.2","0.1","500.0","0.0","0.0","0.0","31.17","35.4","1135.71","1.8","15.1","8388.89","0.0","0.0","0.0","23.01","22.1","45.12","1.35","0.11","12.31"
"64","1990","5","Karnataka","Bangalore","21.4","39.32","1837.38","0.03","0.03","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.63","10.03","1781.53","204.13","202.66","992.8","0.0","0.0","0.0","0.7","0.12","171.43","6.0","2.83","471.67","46.35","12.64","272.71","18.73","15.05","803.52","1.05","0.55","523.81","1.75","0.57","325.71","0.0","0.0","0.0","2.99","2.63","879.6","0.0","0.0","0.0","0.05","0.03","600.0","0.0","0.0","0.0","28.32","19.76","697.74","1.82","16.89","9280.22","0.0","0.0","0.0","12.13","11.79","23.92","1.43","0.23","0.0"
"64","1991","5","Karnataka","Bangalore","38.33","92.99","2426.04","0.02","0.03","1500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.46","22.42","3005.36","209.16","309.35","1479.01","0.0","0.0","0.0","0.19","0.05","263.16","7.33","4.37","596.18","44.77","11.45","255.75","24.8","30.52","1230.65","4.98","2.82","566.27","2.05","0.67","326.83","0.0","0.0","0.0","3.53","3.85","1090.65","0.0","0.0","0.0","0.45","0.22","488.89","0.0","0.0","0.0","39.37","38.98","990.09","2.08","19.98","9605.77","0.0","0.0","0.0","13.91","13.05","26.97","1.81","0.28","0.0"
"64","1992","5","Karnataka","Bangalore","27.52","65.92","2395.35","0.01","0.01","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.7","19.85","2962.69","193.73","351.2","1812.83","0.0","0.0","0.0","0.4","0.16","400.0","7.96","3.85","483.67","53.23","15.83","297.39","36.49","47.1","1290.76","1.18","0.46","389.83","2.22","0.73","328.83","0.0","0.0","0.0","3.87","3.53","912.14","0.0","0.0","0.0","1.85","0.81","437.84","0.0","0.0","0.0","49.71","53.64","1079.06","1.37","9.72","7094.89","0.0","0.0","0.0","15.09","18.77","33.85","2.03","0.28","0.0"
"64","1993","5","Karnataka","Bangalore","29.08","75.05","2580.81","0.01","0.01","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.94","20.49","2952.45","191.66","368.07","1920.43","0.0","0.0","0.0","0.15","0.07","466.67","6.18","2.18","352.75","46.47","12.94","278.46","28.66","27.38","955.34","0.58","0.25","431.03","2.39","0.78","326.36","0.0","0.0","0.0","3.53","2.75","779.04","0.0","0.0","0.0","0.51","0.23","450.98","0.02","0.02","1000.0","39.13","32.27","824.69","1.4","14.5","10357.14","0.0","0.0","0.0","15.51","21.24","36.76","2.55","0.37","0.0"
"64","1994","5","Karnataka","Bangalore","14.47","32.22","2226.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.31","16.53","2261.29","180.8","312.44","1728.1","0.0","0.0","0.0","0.2","0.1","500.0","5.4","2.29","424.07","56.24","14.0","248.93","27.5","29.38","1068.36","2.52","0.96","380.95","1.94","0.63","324.74","0.0","0.0","0.0","2.1","1.89","900.0","0.0","0.0","0.0","0.87","0.56","643.68","0.01","0.0","0.0","37.65","34.1","905.71","1.93","18.45","9559.59","0.0","0.0","0.0","14.34","13.3","27.64","5.18","0.16","11.87"
"64","1995","5","Karnataka","Bangalore","18.22","44.78","2457.74","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.28","25.5","3502.75","196.19","399.22","2034.86","0.0","0.0","0.0","0.15","0.07","466.67","6.64","3.44","518.07","37.02","10.32","278.77","25.78","25.71","997.28","0.96","0.46","479.17","1.76","0.58","329.55","0.0","0.0","0.0","2.52","2.23","884.92","0.0","0.0","0.0","0.69","0.34","492.75","0.07","0.04","571.43","35.58","30.31","851.88","2.42","20.64","8528.93","0.0","0.0","0.0","14.43","11.01","25.45","2.15","0.24","13.32"
"64","1996","5","Karnataka","Bangalore","23.38","61.5","2630.45","0.01","0.02","2000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","23.53","3361.43","195.32","284.83","1458.27","0.0","0.0","0.0","0.07","0.04","571.43","5.98","3.21","536.79","41.28","9.68","234.5","20.69","21.37","1032.87","1.89","0.73","386.24","1.28","0.42","328.12","0.0","0.0","0.0","2.32","3.27","1409.48","0.0","0.0","0.0","0.54","0.28","518.52","0.08","0.06","750.0","29.81","26.87","901.38","1.81","14.92","8243.09","0.0","0.0","0.0","17.6","9.36","26.96","1.86","0.18","12.65"
"64","1997","5","Karnataka","Bangalore","20.55","53.6","2608.27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.76","18.07","2673.08","181.93","314.76","1730.12","0.0","0.0","0.0","0.1","0.04","400.0","6.06","4.13","681.52","42.96","16.36","380.82","20.16","20.61","1022.32","2.43","0.77","316.87","1.54","0.5","324.68","0.0","0.0","0.0","3.21","3.67","1143.3","0.0","0.0","0.0","0.27","0.13","481.48","0.03","0.02","666.67","30.32","26.36","869.39","1.59","14.91","9377.36","0.0","0.0","0.0","18.17","8.18","26.36","2.1","0.2","10.24"
"64","1998","5","Karnataka","Bangalore","28.22","82.17","2911.76","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.79","20.37","3000.0","195.47","350.76","1794.44","0.0","0.0","0.0","0.05","0.04","800.0","6.46","2.59","400.93","43.8","12.98","296.35","25.55","26.66","1043.44","1.39","0.56","402.88","2.01","0.65","323.38","0.0","0.0","0.0","3.77","4.14","1098.14","0.0","0.0","0.0","0.29","0.12","413.79","0.05","0.05","1000.0","36.34","32.99","907.82","1.09","11.13","10211.01","0.0","0.0","0.0","19.04","7.31","26.36","2.07","0.29","8.32"
"64","1999","5","Karnataka","Bangalore","27.21","73.86","2714.44","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.05","20.21","2866.67","196.1","433.61","2211.17","0.0","0.0","0.0","0.16","0.08","500.0","6.98","4.28","613.18","16.52","5.0","302.66","19.97","15.34","768.15","2.84","1.58","556.34","2.25","0.73","324.44","0.0","0.0","0.0","4.17","3.82","916.07","0.0","0.0","0.0","0.26","0.16","615.38","0.02","0.02","1000.0","0.0","0.0","0.0","1.55","15.6","10064.52","0.0","0.0","0.0","21.01","9.21","30.22","1.69","0.27","8.64"
"64","2000","5","Karnataka","Bangalore","29.4","76.0","2585.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.8","22.0","3235.29","195.8","416.0","2124.62","0.0","0.0","0.0","0.0","0.0","0.0","5.6","3.0","535.71","43.7","16.0","366.13","19.3","18.0","932.64","2.4","1.0","416.67","2.4","1.0","416.67","0.0","0.0","0.0","4.3","7.0","1627.91","0.0","0.0","0.0","0.2","0.0","0.0","0.01","0.02","2000.0","32.4","28.0","864.2","1.6","16.5","10312.5","0.0","0.0","0.0","19.82","9.45","29.26","2.06","0.17","7.66"
"64","2001","5","Karnataka","Bangalore","19.66","47.12","2396.74","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.04","27.42","3894.89","194.89","396.67","2035.35","0.0","0.0","0.0","0.01","0.01","1000.0","5.05","2.97","588.12","11.06","4.69","424.05","12.53","14.26","1138.07","2.73","1.01","369.96","2.54","0.82","322.83","0.0","0.0","0.0","3.4","5.31","1561.76","0.0","0.0","0.0","0.1","0.08","800.0","0.0","0.0","0.0","24.52","22.27","908.24","1.66","13.38","8060.24","0.0","0.0","0.0","29.85","10.86","40.71","1.72","0.21","8.48"
"64","2002","5","Karnataka","Bangalore","9.05","20.32","2245.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","17.41","3165.45","138.52","134.31","969.61","0.0","0.0","0.0","0.01","0.0","0.0","3.46","1.43","413.29","31.27","13.63","435.88","10.87","10.37","954.0","0.15","0.05","333.33","1.39","0.45","323.74","0.0","0.0","0.0","1.93","4.64","2404.15","0.0","0.0","0.0","0.03","0.03","1000.0","0.0","0.0","0.0","16.21","16.0","987.05","2.05","18.82","9180.49","0.0","0.0","0.0","31.52","9.54","41.06","1.15","0.1","7.67"
"64","2003","5","Karnataka","Bangalore","9.22","23.32","2529.28","0.0","0.0","0.0","0.25","0.27","1080.0","0.0","0.0","0.0","0.25","0.27","1080.0","0.0","0.0","0.0","7.85","34.72","4422.93","177.09","328.74","1856.34","0.0","0.0","0.0","0.08","0.03","375.0","5.41","2.16","399.26","32.15","13.59","422.71","11.46","10.2","890.05","0.4","0.2","500.0","2.24","0.73","325.89","0.0","0.0","0.0","2.45","7.17","2926.53","0.0","0.0","0.0","0.54","0.32","592.59","0.0","0.0","0.0","19.37","19.18","990.19","0.6","4.0","6666.67","0.0","0.0","0.0","32.51","10.67","43.19","1.72","0.1","8.41"
