"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"66","1984","5","Karnataka","Tumkur","24.4","51.3","2102.46","0.1","0.2","2000.0","5.1","3.4","666.67","0.4","0.4","1000.0","5.5","3.8","690.91","0.5","0.2","400.0","0.9","2.0","2222.22","99.1","104.5","1054.49","0.0","0.0","0.0","0.2","0.1","500.0","9.1","1.7","186.81","78.17","17.73","226.81","70.8","33.1","467.51","0.5","0.1","200.0","0.1","0.0","0.0","0.0","0.0","0.0","4.4","1.1","250.0","0.0","0.0","0.0","0.1","0.1","1000.0","0.0","0.0","0.0","111.71","59.13","529.32","1.8","13.9","7722.22","1.3","0.2","153.85","4.19","0.95","5.14","0.04","0.04","0.64"
"66","1985","5","Karnataka","Tumkur","23.9","46.6","1949.79","0.2","0.2","1000.0","2.6","2.4","923.08","0.8","0.6","750.0","3.4","3.0","882.35","2.6","0.5","192.31","4.9","13.8","2816.33","128.6","118.4","920.68","0.0","0.0","0.0","0.5","0.2","400.0","7.1","3.9","549.3","83.81","22.22","265.12","94.3","101.0","1071.05","0.4","0.1","250.0","0.1","0.0","0.0","0.0","0.0","0.0","4.0","1.1","275.0","0.0","0.0","0.0","0.3","0.2","666.67","0.0","0.0","0.0","107.9","65.6","607.97","1.9","15.9","8368.42","0.4","0.1","250.0","5.23","1.13","6.36","0.03","0.06","17.57"
"66","1986","5","Karnataka","Tumkur","23.0","68.0","2956.52","0.2","0.3","1500.0","2.9","3.7","1275.86","0.6","0.5","833.33","3.5","4.2","1200.0","3.0","2.0","666.67","3.0","7.0","2333.33","173.0","182.0","1052.02","0.0","0.0","0.0","1.0","0.2","200.0","11.0","6.0","545.45","70.52","18.34","260.07","118.0","98.5","834.75","0.5","0.1","200.0","0.0","0.0","0.0","0.1","0.0","0.0","4.1","3.4","829.27","0.0","0.0","0.0","0.4","0.2","500.0","0.0","0.0","0.0","127.79","87.73","686.52","2.2","20.7","9409.09","1.0","0.1","100.0","5.15","1.23","6.38","0.04","0.07","19.17"
"66","1987","5","Karnataka","Tumkur","33.0","72.0","2181.82","0.2","0.2","1000.0","13.7","11.7","854.01","4.6","3.7","804.35","18.3","15.4","841.53","3.0","1.0","333.33","6.0","10.0","1666.67","178.0","200.0","1123.6","0.0","0.0","0.0","2.0","1.0","500.0","12.0","6.0","500.0","75.18","24.12","320.83","133.0","137.0","1030.08","0.4","0.2","500.0","1.0","0.1","100.0","0.0","0.0","0.0","5.6","3.4","607.14","0.0","0.0","0.0","7.0","2.5","357.14","0.0","0.0","0.0","149.82","134.76","899.48","1.6","17.6","11000.0","0.1","0.0","0.0","5.22","1.34","6.55","0.05","0.08","18.33"
"66","1988","5","Karnataka","Tumkur","61.4","161.8","2635.18","0.1","0.1","1000.0","19.0","16.6","873.68","0.4","0.2","500.0","19.4","16.8","865.98","2.3","1.3","565.22","5.7","11.5","2017.54","185.9","165.9","892.42","0.0","0.0","0.0","0.2","0.1","500.0","10.9","7.1","651.38","56.11","13.77","245.41","159.2","132.0","829.15","1.0","0.6","600.0","1.1","0.3","272.73","0.1","0.0","0.0","5.6","2.6","464.29","0.0","0.0","0.0","2.6","1.1","423.08","0.0","0.0","0.0","170.85","134.02","784.43","2.5","20.8","8320.0","0.4","0.1","250.0","5.47","1.47","6.93","0.05","0.13","15.43"
"66","1989","5","Karnataka","Tumkur","36.7","85.2","2321.53","0.0","0.0","0.0","13.5","13.4","992.59","1.1","1.3","1181.82","14.6","14.7","1006.85","2.8","1.4","500.0","4.2","6.8","1619.05","182.5","205.6","1126.58","0.0","0.0","0.0","0.9","0.2","222.22","9.9","3.9","393.94","67.4","17.22","255.49","173.3","121.8","702.83","1.0","0.6","600.0","0.6","0.2","333.33","0.0","0.0","0.0","4.9","4.4","897.96","0.0","0.0","0.0","2.1","1.1","523.81","0.0","0.0","0.0","184.22","126.3","685.59","1.6","13.7","8562.5","0.5","0.1","200.0","5.78","1.36","7.14","0.08","0.09","12.3"
"66","1990","5","Karnataka","Tumkur","23.07","37.51","1625.92","0.05","0.05","1000.0","8.07","6.62","820.32","2.49","1.8","722.89","10.56","8.42","797.35","1.46","0.29","198.63","3.76","7.42","1973.4","183.62","157.46","857.53","0.0","0.0","0.0","2.03","0.35","172.41","8.95","3.76","420.11","47.1","14.03","297.88","178.04","90.99","511.06","0.29","0.12","413.79","0.81","0.22","271.6","0.02","0.01","500.0","4.82","2.64","547.72","0.0","0.0","0.0","2.22","1.32","594.59","0.0","0.0","0.0","189.03","96.13","508.54","2.62","23.41","8935.11","0.42","0.1","238.1","6.22","1.22","7.43","0.04","0.06","0.0"
"66","1991","5","Karnataka","Tumkur","43.24","106.06","2452.82","0.05","0.07","1400.0","10.59","11.16","1053.82","1.19","1.2","1008.4","11.78","12.35","1048.39","1.57","0.76","484.08","2.44","7.06","2893.44","192.25","238.0","1237.97","0.0","0.0","0.0","0.96","0.28","291.67","9.01","5.42","601.55","55.35","21.33","385.37","186.66","159.34","853.64","0.84","0.51","607.14","0.76","0.2","263.16","0.01","0.0","0.0","4.51","4.24","940.13","0.0","0.0","0.0","9.55","4.46","467.02","0.0","0.0","0.0","205.23","169.62","826.49","2.1","20.34","9685.71","0.45","0.15","333.33","6.86","1.06","7.91","0.09","0.06","0.0"
"66","1992","5","Karnataka","Tumkur","44.97","120.94","2689.35","0.06","0.09","1500.0","12.94","11.08","856.26","1.17","0.99","846.15","14.1","12.07","856.03","1.25","0.36","288.0","2.6","8.0","3076.92","188.51","279.17","1480.93","0.0","0.0","0.0","1.17","0.4","341.88","10.8","4.32","400.0","63.22","23.41","370.29","195.33","201.82","1033.23","1.13","0.44","389.38","0.78","0.21","269.23","0.02","0.01","500.0","4.79","2.25","469.73","0.0","0.0","0.0","5.74","2.51","437.28","0.0","0.0","0.0","210.07","207.9","989.67","1.7","16.76","9858.82","0.68","0.16","235.29","7.82","1.15","8.97","0.06","0.06","0.0"
"66","1993","5","Karnataka","Tumkur","37.85","106.43","2811.89","0.06","0.09","1500.0","10.89","9.88","907.25","1.41","1.3","921.99","12.31","11.18","908.2","0.92","0.4","434.78","4.3","13.04","3032.56","186.88","275.57","1474.58","0.0","0.0","0.0","1.24","0.55","443.55","10.0","3.7","370.0","65.36","27.71","423.96","185.71","185.48","998.76","0.83","0.29","349.4","0.77","0.2","259.74","0.16","0.1","625.0","4.01","0.07","17.46","0.0","0.0","0.0","5.79","3.03","523.32","0.02","0.02","1000.0","199.65","189.88","951.06","2.9","26.15","9017.24","0.73","0.21","287.67","8.2","1.38","9.58","0.16","0.06","0.0"
"66","1994","5","Karnataka","Tumkur","22.56","53.81","2385.2","0.1","0.14","1400.0","7.14","6.29","880.95","2.06","0.02","9.71","9.19","7.51","817.19","0.53","0.17","320.75","3.18","7.23","2273.58","166.4","200.8","1206.73","0.0","0.0","0.0","1.72","0.86","500.0","10.6","2.87","270.75","59.49","24.67","414.69","177.02","122.2","690.32","0.97","0.37","381.44","0.82","0.22","268.29","0.01","0.01","1000.0","3.84","3.77","981.77","0.0","0.0","0.0","5.05","3.42","677.23","0.02","0.01","500.0","189.8","130.59","688.04","2.96","25.62","8655.41","0.91","0.19","208.79","8.68","1.25","9.93","0.05","0.04","13.74"
"66","1995","5","Karnataka","Tumkur","20.02","53.0","2647.35","0.05","0.06","1200.0","6.68","8.54","1278.44","0.63","0.44","698.41","7.31","8.98","1228.45","0.52","0.23","442.31","4.98","14.81","2973.9","182.45","247.7","1357.63","0.0","0.0","0.0","0.83","0.4","481.93","12.56","5.54","441.08","51.91","29.28","564.05","171.64","208.57","1215.16","0.67","0.32","477.61","0.81","0.21","259.26","0.0","0.0","0.0","4.33","3.91","903.0","0.0","0.0","0.0","7.18","4.42","615.6","0.0","0.0","0.0","186.83","218.07","1167.21","2.22","18.17","8184.68","1.41","0.38","269.5","8.96","1.64","10.61","0.04","0.05","11.3"
"66","1996","5","Karnataka","Tumkur","42.22","118.45","2805.54","0.02","0.02","1000.0","5.55","6.5","1171.17","0.3","0.21","700.0","5.84","6.71","1148.97","0.38","0.16","421.05","5.25","17.92","3413.33","203.51","240.6","1182.25","0.0","0.0","0.0","0.59","0.32","542.37","14.85","6.94","467.34","58.4","21.55","369.01","189.37","179.79","949.41","0.76","0.3","394.74","1.08","0.28","259.26","0.0","0.0","0.0","5.01","7.54","1504.99","0.0","0.0","0.0","7.27","3.29","452.54","0.0","0.0","0.0","206.37","192.04","930.56","1.76","22.01","12505.68","1.07","0.31","289.72","9.44","1.26","10.71","0.03","0.04","11.42"
"66","1997","5","Karnataka","Tumkur","33.6","91.36","2719.05","0.0","0.0","0.0","4.01","2.38","593.52","2.74","1.22","445.26","6.75","3.6","533.33","0.22","0.05","227.27","4.53","10.3","2273.73","181.76","197.43","1086.21","0.0","0.0","0.0","1.04","0.34","326.92","11.14","3.43","307.9","61.72","26.52","429.68","102.28","65.55","640.89","0.83","0.26","313.25","1.32","0.35","265.15","0.0","0.0","0.0","4.57","1.61","352.3","0.0","0.0","0.0","14.94","3.38","226.24","0.0","0.0","0.0","135.43","77.26","570.48","1.73","17.11","9890.17","0.78","0.18","230.77","10.11","1.24","11.35","0.01","0.0","22.47"
"66","1998","5","Karnataka","Tumkur","47.45","136.9","2885.14","0.01","0.01","1000.0","4.08","4.43","1085.78","0.5","0.34","680.0","4.58","4.77","1041.48","0.38","0.18","473.68","6.22","16.14","2594.86","206.57","296.35","1434.62","0.0","0.0","0.0","0.47","0.26","553.19","15.95","6.79","425.71","53.09","20.7","389.9","190.12","264.18","1389.54","0.69","0.28","405.8","1.31","0.34","259.54","0.0","0.0","0.0","5.97","6.71","1123.95","0.0","0.0","0.0","8.85","4.58","517.51","0.02","0.03","1500.0","210.14","277.04","1318.36","1.02","13.33","13068.63","1.34","0.34","253.73","10.36","1.53","11.89","0.02","0.11","12.2"
"66","1999","5","Karnataka","Tumkur","40.03","106.99","2672.75","0.01","0.01","1000.0","2.88","2.79","968.75","1.25","0.94","752.0","4.13","3.73","903.15","0.21","0.08","380.95","8.58","18.16","2116.55","181.75","235.55","1296.01","0.0","0.0","0.0","0.55","0.29","527.27","12.9","3.57","276.74","67.43","22.26","330.12","182.47","95.49","523.32","1.11","0.54","486.49","1.11","0.29","261.26","0.0","0.0","0.0","4.44","4.17","939.19","0.0","0.0","0.0","3.47","2.28","657.06","0.0","0.0","0.0","0.0","0.0","0.0","1.67","19.72","11808.38","0.55","0.16","290.91","11.24","1.68","12.92","0.0","0.19","16.02"
"66","2000","5","Karnataka","Tumkur","56.9","152.0","2671.35","0.0","0.0","0.0","4.88","7.12","1459.02","0.09","0.06","666.67","5.0","7.17","1434.0","0.3","0.0","0.0","10.4","29.0","2788.46","199.9","311.0","1555.78","0.0","0.0","0.0","0.3","0.0","0.0","11.2","6.0","535.71","48.6","18.0","370.37","171.6","236.0","1375.29","0.5","0.0","0.0","1.2","0.0","0.0","0.0","0.0","0.0","4.6","6.0","1304.35","0.0","0.0","0.0","2.8","2.0","714.29","0.01","0.01","1000.0","183.1","245.0","1338.07","2.3","23.9","10391.3","0.7","0.17","242.86","12.15","2.4","14.55","0.02","0.76","12.36"
"66","2001","5","Karnataka","Tumkur","50.36","132.47","2630.46","0.0","0.0","0.0","3.7","5.65","1527.03","0.32","0.2","625.0","4.02","5.86","1457.71","0.25","0.1","400.0","9.57","20.47","2138.98","175.12","221.63","1265.59","0.0","0.0","0.0","0.49","0.29","591.84","9.51","5.03","528.92","67.37","22.84","339.02","140.17","53.14","379.11","0.32","0.12","375.0","0.94","0.25","265.96","0.02","0.02","1000.0","3.96","3.02","762.63","0.0","0.0","0.0","3.33","2.57","771.77","0.01","0.0","0.0","150.89","59.74","395.92","1.74","14.02","8057.47","0.97","0.31","319.59","12.9","2.11","15.01","0.01","0.53","13.09"
"66","2002","5","Karnataka","Tumkur","17.54","43.88","2501.71","0.0","0.0","0.0","3.28","3.8","1158.54","4.27","2.4","562.06","7.55","6.2","821.19","0.24","0.09","375.0","14.51","21.74","1498.28","148.07","122.06","824.34","0.0","0.0","0.0","1.82","0.93","510.99","10.21","3.95","386.88","57.45","18.42","320.63","119.81","67.28","561.56","0.46","0.18","391.3","0.62","0.16","258.06","0.0","0.0","0.0","3.47","3.19","919.31","0.0","0.0","0.0","13.41","7.48","557.79","0.0","0.0","0.0","139.22","78.72","565.44","1.43","13.14","9188.81","0.86","0.27","313.95","13.66","1.62","15.28","0.01","0.16","27.6"
"66","2003","5","Karnataka","Tumkur","13.15","34.15","2596.96","0.0","0.0","0.0","2.53","1.59","628.46","6.74","1.16","172.11","9.26","2.76","298.06","0.31","0.09","290.32","13.8","21.24","1539.13","184.62","185.77","1006.23","0.0","0.0","0.0","1.4","0.45","321.43","9.81","2.91","296.64","46.79","15.59","333.19","141.22","45.83","324.53","0.26","0.11","423.08","0.81","0.21","259.26","0.0","0.0","0.0","3.08","1.15","373.38","0.0","0.0","0.0","8.08","5.5","680.69","0.01","0.01","1000.0","155.08","53.28","343.56","0.57","3.82","6701.75","0.31","0.12","387.1","14.29","2.13","16.41","0.02","0.26","22.88"
"66","2004","5","Karnataka","Tumkur","26.14","78.33","2996.56","0.0","0.0","0.0","2.62","3.4","1297.71","0.22","0.26","1181.82","2.84","3.66","1288.73","0.26","0.1","384.62","12.54","33.24","2650.72","191.31","322.58","1686.16","0.0","0.0","0.0","0.59","0.56","949.15","12.6","9.47","751.59","50.7","18.39","362.72","152.52","101.9","668.11","0.96","0.52","541.67","0.93","0.25","268.82","0.01","0.01","1000.0","5.04","3.92","777.78","0.03","0.01","333.33","14.02","20.38","1453.64","0.01","0.01","1000.0","175.35","127.51","727.17","0.24","2.21","9208.33","0.79","0.2","253.16","15.92","1.87","17.79","0.02","0.2","18.64"
"66","2005","5","Karnataka","Tumkur","39.08","105.83","2708.03","0.0","0.0","0.0","3.48","4.17","1198.28","0.05","0.04","800.0","3.53","4.2","1189.8","0.25","0.21","840.0","15.86","48.4","3051.7","193.88","292.06","1506.4","0.0","0.0","0.0","0.59","0.32","542.37","11.86","8.78","740.3","48.64","22.0","452.3","175.67","77.31","440.09","0.42","0.37","880.95","0.9","0.24","266.67","0.02","0.01","500.0","3.97","3.38","851.39","0.03","0.01","333.33","14.62","12.4","848.15","0.0","0.0","0.0","197.32","94.2","477.4","0.27","2.36","8740.74","0.81","0.27","333.33","16.23","2.27","18.5","0.02","0.28","12.25"
"66","2006","5","Karnataka","Tumkur","29.02","74.8","2577.53","0.0","0.0","0.0","1.97","1.37","695.43","1.54","0.93","603.9","3.52","2.3","653.41","0.11","0.05","454.55","14.01","25.6","1827.27","117.03","79.55","679.74","0.0","0.0","0.0","0.93","0.39","419.35","9.26","3.58","386.61","54.99","21.77","395.89","98.9","24.73","250.05","0.66","0.39","590.91","0.53","0.14","264.15","0.01","0.01","1000.0","2.62","1.64","625.95","0.0","0.0","0.0","14.27","9.52","667.13","0.01","0.0","0.0","118.03","36.73","311.19","1.56","13.63","8737.18","0.93","0.3","322.58","16.66","1.83","18.49","0.03","0.18","24.77"
"66","2007","5","Karnataka","Tumkur","29.82","85.4","2863.85","0.0","0.0","0.0","2.17","2.47","1138.25","0.1","0.16","1600.0","2.27","2.63","1158.59","0.19","0.14","736.84","21.06","59.7","2834.76","197.21","309.75","1570.66","0.0","0.0","0.0","0.9","0.51","566.67","13.74","11.39","828.97","49.06","35.05","714.43","159.08","135.42","851.27","0.63","0.35","555.56","0.92","0.26","282.61","0.0","0.0","0.0","4.1","2.96","721.95","0.0","0.0","0.0","14.76","9.13","618.56","0.04","0.04","1000.0","181.37","148.66","819.65","2.38","16.94","7117.65","1.05","0.48","457.14","18.09","2.19","20.28","0.02","0.46","13.18"
"66","2008","5","Karnataka","Tumkur","39.82","107.01","2687.34","1.86","1.86","1000.0","2.28","3.17","1390.35","0.08","0.09","1125.0","2.36","3.26","1381.36","0.14","0.07","500.0","20.22","39.49","1953.02","198.5","212.08","1068.41","0.0","0.0","0.0","1.01","0.52","514.85","19.5","13.56","695.38","49.49","35.33","713.88","156.64","46.17","294.75","0.52","0.26","500.0","1.08","0.3","277.78","0.0","0.0","0.0","4.17","4.03","966.43","0.0","0.0","0.0","11.65","9.78","839.48","0.02","0.01","500.0","175.99","61.21","347.8","2.4","17.83","7429.17","0.67","0.43","641.79","20.11","2.4","22.5","0.03","0.42","13.17"
"66","2009","5","Karnataka","Tumkur","36.34","92.96","2558.06","0.0","0.0","0.0","6.77","5.3","782.87","0.6","0.64","1066.67","7.37","5.94","805.97","0.14","0.04","285.71","20.31","39.35","1937.47","180.17","252.49","1401.4","0.0","0.0","0.0","1.05","0.58","552.38","12.23","7.1","580.54","51.76","28.45","549.65","99.77","36.13","362.13","0.79","0.32","405.06","0.79","0.24","303.8","0.0","0.0","0.0","3.49","2.63","753.58","0.0","0.0","0.0","8.14","5.51","676.9","0.01","0.0","0.0","114.53","45.34","395.88","2.94","18.87","6418.37","0.85","0.36","423.53","21.64","2.59","24.23","0.04","0.3","20.45"
"66","2010","5","Karnataka","Tumkur","34.58","98.43","2846.44","0.0","0.0","0.0","0.43","0.41","953.49","0.0","0.0","0.0","0.43","0.41","953.49","0.2","0.22","1100.0","21.76","56.42","2592.83","180.84","329.94","1824.49","0.0","0.0","0.0","1.03","0.68","660.19","19.15","5.28","275.72","47.07","28.19","598.9","135.02","97.97","725.6","0.8","0.47","587.5","0.39","0.11","282.05","0.0","0.0","0.0","3.26","2.2","674.85","0.0","0.0","0.0","4.2","4.92","1171.43","0.02","0.01","500.0","144.93","74.82","516.25","1.65","16.15","9787.88","0.97","0.57","587.63","22.25","2.68","24.93","0.02","0.35","14.63"
"66","2011","5","Karnataka","Tumkur","28.44","79.64","2800.28","0.0","0.0","0.0","0.2","0.1","500.0","0.0","0.0","0.0","0.2","0.1","500.0","0.09","0.09","1000.0","25.89","61.56","2377.75","151.46","241.23","1592.7","0.0","0.0","0.0","0.75","0.37","493.33","14.48","4.88","337.02","37.98","23.07","607.42","88.55","26.61","300.51","0.73","0.36","493.15","0.56","0.12","214.29","0.0","0.0","0.0","4.32","3.08","712.96","0.0","0.0","0.0","2.5","2.59","1036.0","0.0","0.0","0.0","95.39","28.26","296.26","4.13","35.72","8645.01","1.45","0.77","531.03","21.94","3.16","25.1","0.03","0.67","12.28"
"66","2012","5","Karnataka","Tumkur","14.89","37.72","2533.24","0.0","0.0","0.0","0.0","0.0","0.0","3.33","3.41","1024.02","3.33","3.41","1024.02","0.09","0.09","1000.0","25.25","58.48","2316.04","142.0","151.58","1067.46","0.0","0.0","0.0","0.28","0.18","642.86","10.99","3.1","282.07","44.55","13.4","300.79","83.98","25.03","298.05","0.45","0.15","333.33","0.23","0.05","217.39","0.0","0.0","0.0","2.76","1.26","456.52","0.04","0.01","250.0","1.78","1.59","893.26","0.0","0.0","0.0","90.1","26.32","292.12","1.75","14.77","8440.0","1.38","0.57","413.04","22.34","2.46","24.79","0.04","0.41","6.52"
"66","2013","5","Karnataka","Tumkur","13.04","38.49","2951.69","0.0","0.0","0.0","1.72","0.99","575.58","0.06","0.09","1500.0","1.78","1.09","612.36","0.09","0.11","1222.22","25.47","54.29","2131.53","154.29","233.76","1515.07","0.0","0.0","0.0","0.24","0.19","791.67","10.97","4.24","386.51","32.62","13.42","411.4","71.87","36.32","505.36","0.32","0.15","468.75","0.42","0.07","166.67","0.03","0.02","666.67","2.27","1.48","651.98","0.0","0.0","0.0","1.24","0.82","661.29","0.0","0.0","0.0","76.95","33.66","437.43","1.56","12.27","7865.39","0.76","0.31","407.89","24.2","3.42","27.62","0.02","0.6","14.01"
"66","2014","5","Karnataka","Tumkur","9.51","26.93","2831.76","0.0","0.0","0.0","0.03","0.01","333.33","2.04","2.69","1318.63","2.07","2.7","1304.35","0.34","0.36","1058.82","28.2","67.44","2391.49","171.53","324.47","1891.62","0.0","0.0","0.0","1.89","1.36","719.58","10.04","2.34","233.07","39.76","15.3","384.81","88.01","44.46","505.17","0.27","0.03","111.11","0.15","0.03","200.0","0.0","0.0","0.0","2.98","1.66","557.05","0.03","0.01","333.33","1.47","1.05","714.29","0.0","0.0","0.0","93.51","42.33","452.68","1.67","17.45","10449.1","1.75","0.81","462.86","22.87","3.71","26.57","0.09","0.66","12.61"
"66","2015","5","Karnataka","Tumkur","10.38","29.25","2817.92","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.07","1750.0","0.04","0.07","1750.0","0.28","0.19","678.57","24.21","62.56","2584.06","161.63","272.25","1684.4","0.0","0.0","0.0","1.54","0.21","136.36","9.82","3.38","344.2","34.33","15.47","450.52","64.89","44.59","687.16","0.25","0.11","440.0","0.14","0.03","214.29","0.0","0.0","0.0","2.09","1.23","588.52","0.06","0.01","166.67","0.51","0.34","666.67","0.0","0.0","0.0","68.36","0.0","0.0","0.21","2.24","10450.0","1.53","0.5","326.8","24.68","4.69","29.36","0.07","1.13","15.58"
"66","2016","5","Karnataka","Tumkur","10.76","26.21","2434.88","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.03","842.11","0.04","0.03","842.11","0.02","0.02","1047.62","28.42","47.17","1659.99","141.57","136.45","963.78","0.0","0.0","0.0","0.02","0.01","588.24","14.14","3.01","212.77","23.63","4.88","206.41","93.25","31.25","335.15","0.3","0.1","321.07","3.12","0.57","183.27","0.0","0.0","0.0","1.59","0.2","123.5","0.15","0.01","51.95","0.36","0.19","541.67","0.0","0.0","0.0","0.0","0.0","0.0","0.74","6.63","9025.03","1.1","2.57","2328.41","25.76","4.82","30.58","0.01","0.85","11.16"
"66","2017","5","Karnataka","Tumkur","4.86","12.29","2529.02","0.02","0.02","1125.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.04","1583.33","20.12","58.93","2928.44","144.55","226.84","1569.33","0.0","0.0","0.0","0.35","0.27","771.19","10.96","2.87","262.15","40.69","13.67","335.96","55.3","43.59","788.33","0.33","0.29","878.05","0.32","0.05","156.92","0.0","0.0","0.0","1.52","0.47","308.6","0.23","0.08","344.83","0.1","0.05","454.55","0.0","0.0","0.0","0.0","0.0","0.0","0.92","8.62","9405.02","0.74","0.07","95.63","27.46","4.61","32.07","0.01","0.57","19.84"
"67","1966","5","Karnataka","Mysore","54.0","117.0","2166.67","0.0","0.0","0.0","81.1","44.5","548.71","0.4","0.2","500.0","81.5","44.7","548.47","3.8","1.0","263.16","0.0","0.0","0.0","114.0","47.0","412.28","0.0","0.0","0.0","4.0","1.0","250.0","9.0","2.0","222.22","83.81","33.31","397.45","36.0","26.0","722.22","9.0","2.4","266.67","0.0","0.0","0.0","0.32","0.04","125.0","5.4","2.1","388.89","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49.26","29.65","601.91","3.1","34.0","10967.74","2.0","0.0","0.0","2.24","4.96","7.2","0.05","2.59","1.29"
"67","1967","5","Karnataka","Mysore","61.0","76.0","1245.9","0.0","0.0","0.0","81.9","51.4","627.59","0.4","0.2","500.0","82.3","51.6","626.97","1.0","1.0","1000.0","0.0","0.0","0.0","112.0","59.0","526.79","0.0","0.0","0.0","3.0","1.0","333.33","7.0","2.0","285.71","76.76","29.64","386.14","30.0","24.0","800.0","9.5","2.4","252.63","0.0","0.0","0.0","0.05","0.01","200.0","5.1","2.3","450.98","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.98","27.59","673.26","2.8","37.2","13285.71","3.0","0.0","0.0","1.66","2.96","4.62","0.02","0.66","0.0"
"67","1968","5","Karnataka","Mysore","58.9","157.0","2665.53","0.1","0.0","0.0","95.4","53.0","555.56","0.0","0.0","0.0","95.4","53.0","555.56","1.6","1.0","625.0","1.1","1.0","909.09","110.3","80.0","725.29","0.0","0.0","0.0","3.4","2.0","588.24","7.5","3.0","400.0","82.14","30.66","373.27","32.9","35.0","1063.83","5.7","1.7","298.25","0.1","0.0","0.0","0.0","0.0","0.0","5.0","4.3","860.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44.84","40.79","909.68","3.1","28.2","9096.77","4.4","0.0","0.0","1.95","3.21","5.16","0.0","0.45","0.44"
"67","1969","5","Karnataka","Mysore","65.6","129.3","1971.04","0.2","0.2","1000.0","97.1","66.2","681.77","0.1","0.3","3000.0","97.2","66.5","684.16","1.4","0.4","285.71","3.7","14.5","3918.92","119.7","80.6","673.35","0.0","0.0","0.0","3.6","1.6","444.44","9.2","4.0","434.78","98.95","25.94","262.15","33.9","40.2","1185.84","7.9","3.1","392.41","0.1","0.0","0.0","0.0","0.0","0.0","5.3","2.4","452.83","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47.3","45.65","965.12","2.9","27.1","9344.83","4.3","0.3","69.77","1.85","2.52","4.36","0.03","0.7","0.96"
