"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)","WHEAT IRRIGATED AREA (1000 ha)","KHARIF SORGHUM IRRIGATED AREA (1000 ha)","RABI SORGHUM IRRIGATED AREA (1000 ha)","SORGHUM IRRIGATED AREA (1000 ha)","PEARL MILLET IRRIGATED AREA (1000 ha)","MAIZE IRRIGATED AREA (1000 ha)","FINGER MILLET IRRIGATED AREA (1000 ha)","BARLEY IRRIGATED AREA (1000 ha)","CHICKPEA IRRIGATED AREA (1000 ha)","PIGEONPEA IRRIGATED AREA (1000 ha)","MINOR PULSES IRRIGATED AREA (1000 ha)","PULSES IRRIGATED AREA (1000 ha)","GROUNDNUT IRRIGATED AREA (1000 ha)","SESAMUM IRRIGATED AREA (1000 ha)","LINSEED IRRIGATED AREA (1000 ha)","SUGARCANE IRRIGATED AREA (1000 ha)","COTTON IRRIGATED AREA (1000 ha)","FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha)","FODDER IRRIGATED AREA (1000 ha)"
"72","1989","5","Karnataka","Chitradurga","54.3","0.4","6.8","3.8","10.6","0.1","12.9","12.4","0.0","0.0","0.1","1.4","1.5","24.8","0.0","0.0","6.2","13.5","7.3","0.01"
"72","1990","5","Karnataka","Chitradurga","58.25","0.53","7.56","2.73","10.29","0.0","12.83","9.29","0.0","0.01","0.07","1.38","1.46","19.67","0.01","0.0","9.01","12.0","0.0","0.0"
"72","1991","5","Karnataka","Chitradurga","40.79","0.3","7.69","2.36","10.04","0.0","13.27","9.2","0.0","0.02","0.07","1.14","1.23","20.08","0.0","0.0","6.26","10.31","0.0","0.0"
"72","1992","5","Karnataka","Chitradurga","70.82","0.45","6.04","3.2","9.23","0.0","14.78","7.28","0.0","0.02","0.11","0.94","1.07","28.05","0.0","0.0","6.55","11.43","0.0","0.0"
"72","1993","5","Karnataka","Chitradurga","74.84","0.3","8.16","2.42","10.58","0.0","11.64","8.82","0.0","0.02","0.14","0.98","1.14","24.75","0.0","0.0","7.27","8.91","0.0","0.0"
"72","1994","5","Karnataka","Chitradurga","73.62","0.26","6.67","1.93","8.6","0.0","10.97","7.13","0.0","0.05","0.08","0.73","0.86","17.54","0.0","0.0","9.57","9.36","0.0","0.21"
"72","1995","5","Karnataka","Chitradurga","71.84","0.28","6.33","1.54","7.87","0.0","11.51","7.56","0.0","0.03","0.0","0.0","0.0","10.67","0.0","0.0","0.0","9.44","5.76","0.11"
"72","1996","5","Karnataka","Chitradurga","76.9","0.39","5.95","2.33","8.27","0.0","11.48","6.51","0.0","0.01","0.0","0.0","0.0","10.18","0.0","0.0","0.0","6.89","7.58","0.06"
"72","1997","5","Karnataka","Chitradurga","72.78","0.41","6.72","1.69","8.41","0.0","14.01","4.55","0.0","0.02","0.0","0.0","0.0","11.79","0.0","0.0","0.0","5.4","0.0","0.11"
"72","1998","5","Karnataka","Chitradurga","126.33","0.58","8.46","2.66","11.12","0.0","18.3","5.68","0.0","0.02","0.19","1.22","1.44","18.02","0.0","0.0","13.4","9.46","15.04","0.03"
"72","1999","5","Karnataka","Chitradurga","131.54","1.18","7.7","2.75","10.45","0.01","19.84","5.73","0.0","0.06","0.13","1.08","1.25","12.37","0.0","0.0","16.27","4.44","18.13","0.02"
"72","2000","5","Karnataka","Chitradurga","130.57","0.87","7.38","2.26","9.62","0.0","20.94","6.2","0.0","0.32","0.08","2.19","2.59","12.54","0.0","0.0","19.03","3.66","17.36","0.02"
"72","2001","5","Karnataka","Chitradurga","118.74","1.86","6.84","3.06","9.9","0.0","18.31","7.92","0.0","0.15","0.07","1.62","1.84","5.87","0.0","0.0","24.53","5.52","18.08","0.02"
"72","2002","5","Karnataka","Chitradurga","84.21","1.0","6.38","5.89","12.27","0.0","19.53","7.91","0.0","0.01","0.29","3.12","3.42","5.22","0.0","0.0","21.38","3.47","18.64","0.02"
"72","2003","5","Karnataka","Chitradurga","63.79","1.09","5.12","7.84","12.95","0.06","17.03","7.4","0.0","0.11","0.07","4.15","4.33","6.02","0.0","0.0","10.38","1.75","19.06","0.1"
"72","2004","5","Karnataka","Chitradurga","111.07","0.9","6.53","1.41","7.95","1.52","25.63","6.88","0.0","0.06","0.05","1.05","1.16","6.6","0.0","0.0","7.11","4.91","20.49","0.04"
"72","2005","5","Karnataka","Chitradurga","140.72","1.15","5.21","2.12","7.32","0.01","22.58","6.86","0.0","0.08","0.13","0.61","0.81","8.85","0.0","0.0","9.73","2.16","22.51","0.03"
"72","2006","5","Karnataka","Chitradurga","132.56","1.27","5.77","3.99","9.74","0.02","35.9","4.6","0.0","0.17","0.24","0.63","1.03","8.28","0.0","0.0","12.38","4.46","22.33","0.0"
"72","2007","5","Karnataka","Chitradurga","84.47","0.57","5.74","2.48","8.22","0.1","31.32","4.04","0.0","0.18","0.18","1.08","1.44","10.79","0.0","0.0","11.29","5.44","22.87","0.01"
"72","2008","5","Karnataka","Chitradurga","138.71","1.32","4.46","2.9","7.36","0.01","29.27","4.09","0.0","0.08","0.2","0.34","0.62","6.38","0.0","0.0","5.85","4.6","26.63","0.0"
"72","2009","5","Karnataka","Chitradurga","167.91","1.09","4.02","2.42","6.45","0.01","29.61","4.4","0.0","0.15","0.26","1.09","1.51","9.74","0.0","0.0","8.56","8.15","36.05","0.0"
"72","2010","5","Karnataka","Chitradurga","155.93","1.89","4.21","2.39","6.6","0.0","32.92","4.89","0.0","0.1","0.33","0.0","0.0","8.86","0.0","0.0","10.02","13.5","29.71","0.0"
"72","2011","5","Karnataka","Chitradurga","150.76","0.99","2.26","5.68","7.93","0.0","34.34","4.48","0.0","1.68","0.56","1.32","3.55","8.08","0.0","0.0","10.19","9.08","30.57","0.0"
"72","2012","5","Karnataka","Chitradurga","120.13","0.32","3.86","4.66","8.53","0.05","41.04","5.66","0.0","0.07","0.47","1.85","2.39","10.28","0.0","0.0","10.2","16.96","28.67","0.0"
"72","2013","5","Karnataka","Chitradurga","129.68","0.24","2.13","1.87","3.99","0.0","32.1","4.3","0.0","0.05","0.37","1.49","1.91","4.86","0.0","0.0","12.41","13.14","41.03","0.0"
"72","2014","5","Karnataka","Chitradurga","138.32","0.45","2.11","2.13","4.23","0.01","30.05","6.5","0.0","0.58","0.43","1.72","2.73","6.57","0.0","0.0","16.32","14.09","43.3","0.0"
"72","2015","5","Karnataka","Chitradurga","98.6","0.44","3.2","2.4","5.6","0.03","34.0","7.56","0.0","0.19","0.54","1.82","2.57","9.15","0.0","0.0","5.74","8.99","51.19","0.0"
"72","2016","5","Karnataka","Chitradurga","77.75","0.23","1.71","2.48","4.19","0.01","26.49","8.53","0.0","0.33","2.13","1.61","4.07","2.95","0.0","0.0","5.68","5.4","61.13","0.01"
"72","2017","5","Karnataka","Chitradurga","65.99","0.39","1.58","2.24","3.82","0.13","28.58","11.94","0.0","0.18","0.55","1.47","2.2","3.73","0.0","0.0","3.8","5.65","62.12","0.05"
"73","1966","5","Karnataka","Bellary","22.4","0.1","3.5","0.6","4.1","1.1","0.1","0.7","0.0","0.1","0.1","0.0","0.2","0.0","0.0","0.0","8.3","3.1","-1.0","-1.0"
"73","1967","5","Karnataka","Bellary","29.7","0.4","4.4","0.6","5.0","0.9","1.9","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.4","3.0","-1.0","-1.0"
"73","1968","5","Karnataka","Bellary","25.4","0.3","3.9","0.6","4.5","3.8","4.2","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.6","0.2","-1.0","-1.0"
"73","1969","5","Karnataka","Bellary","26.3","1.4","1.9","3.6","5.5","0.2","2.2","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.1","1.0","-1.0","-1.0"
"73","1970","5","Karnataka","Bellary","27.8","0.7","2.2","1.5","3.7","0.8","1.2","1.7","0.0","0.1","0.0","0.0","0.1","12.6","0.0","0.0","10.1","1.7","1.7","0.0"
"73","1971","5","Karnataka","Bellary","28.3","2.0","7.5","4.9","12.4","6.7","1.3","1.4","0.0","0.9","0.0","0.0","0.9","10.8","0.0","0.0","9.7","3.9","1.7","0.0"
"73","1972","5","Karnataka","Bellary","22.8","2.6","4.0","1.4","5.4","5.5","1.7","1.9","0.0","1.3","0.0","0.0","1.3","11.0","0.0","0.0","8.8","3.1","1.7","0.0"
"73","1973","5","Karnataka","Bellary","22.7","2.5","4.4","1.6","7.0","5.2","1.8","2.0","0.0","1.3","0.0","0.0","1.3","10.0","0.0","0.0","8.7","3.1","2.0","0.0"
"73","1974","5","Karnataka","Bellary","23.3","2.7","4.2","1.5","5.7","6.7","2.8","3.4","0.0","1.2","0.0","0.0","1.2","12.6","0.0","0.0","9.2","3.2","1.5","0.0"
"73","1975","5","Karnataka","Bellary","25.9","11.4","5.7","5.7","11.5","19.2","7.9","2.0","0.0","3.6","0.0","1.0","4.6","16.6","0.0","0.0","10.3","5.5","1.8","0.0"
"73","1976","5","Karnataka","Bellary","18.9","11.4","6.4","6.5","12.9","9.5","12.7","2.2","0.0","4.5","0.0","0.6","5.1","10.2","0.0","0.0","9.2","6.6","1.7","0.0"
"73","1977","5","Karnataka","Bellary","22.9","10.8","5.6","5.1","10.7","9.9","14.2","1.9","0.0","4.2","0.0","0.0","4.2","14.9","0.0","0.0","9.7","12.7","1.8","0.0"
"73","1978","5","Karnataka","Bellary","24.7","10.3","6.1","4.6","10.7","10.3","17.4","2.2","0.0","4.3","0.0","0.0","4.3","16.9","0.0","0.0","9.9","13.2","2.1","0.0"
"73","1979","5","Karnataka","Bellary","29.2","8.4","5.6","1.9","7.4","7.5","14.0","1.7","0.0","6.1","0.0","0.2","6.3","21.0","0.0","0.0","7.5","16.4","2.3","0.01"
"73","1980","5","Karnataka","Bellary","28.9","6.3","5.1","2.3","7.4","8.1","15.0","1.8","0.0","4.9","0.0","0.3","5.2","18.7","0.0","0.0","9.9","18.8","2.5","0.01"
"73","1981","5","Karnataka","Bellary","30.2","4.5","6.7","2.6","9.3","6.0","15.0","1.8","0.0","3.9","0.0","0.4","4.3","22.2","0.0","0.0","10.7","30.5","2.8","0.0"
"73","1982","5","Karnataka","Bellary","37.6","0.9","6.7","3.5","10.2","3.8","5.1","2.2","0.0","1.3","0.1","1.2","2.6","32.7","0.0","0.0","7.2","55.7","3.0","0.01"
"73","1983","5","Karnataka","Bellary","34.0","1.0","10.5","4.3","14.8","3.3","7.6","1.8","0.0","1.9","0.1","1.0","3.0","33.8","0.0","0.0","8.4","50.5","2.6","0.0"
"73","1984","5","Karnataka","Bellary","30.6","4.3","7.8","3.4","11.2","5.6","14.6","1.8","0.0","2.9","0.1","0.5","3.5","27.3","0.0","0.0","9.8","33.2","2.2","0.0"
"73","1985","5","Karnataka","Bellary","37.3","0.9","11.1","9.4","20.5","3.7","6.9","1.7","0.0","1.2","1.9","1.6","4.7","35.3","0.0","0.0","7.8","46.0","3.6","0.27"
"73","1986","5","Karnataka","Bellary","38.9","1.4","17.4","8.4","25.8","5.9","22.1","1.7","0.0","0.9","4.1","3.2","8.2","32.4","0.0","0.0","7.9","13.3","3.4","0.01"
"73","1987","5","Karnataka","Bellary","28.9","1.0","9.2","4.9","14.1","7.7","13.2","2.4","0.0","3.4","4.2","2.6","10.2","30.1","0.0","0.0","9.2","37.4","3.5","0.01"
"73","1988","5","Karnataka","Bellary","43.6","1.2","10.1","13.4","23.5","4.7","15.6","1.4","0.0","1.5","1.4","2.1","5.0","46.6","0.0","0.0","9.5","48.8","3.7","0.02"
"73","1989","5","Karnataka","Bellary","37.7","1.0","10.3","8.9","19.2","4.4","22.7","1.3","0.0","0.7","2.3","2.3","5.3","30.6","0.0","0.0","7.0","45.4","3.9","0.02"
"73","1990","5","Karnataka","Bellary","42.0","0.93","12.85","6.72","19.57","3.25","16.18","1.28","0.0","2.78","1.28","1.84","5.9","35.99","0.0","0.0","8.51","43.28","0.0","0.0"
"73","1991","5","Karnataka","Bellary","41.97","0.8","10.19","8.34","18.52","2.69","21.13","0.57","0.0","1.2","1.0","2.01","4.21","41.13","0.0","0.0","7.17","38.82","0.0","0.0"
"73","1992","5","Karnataka","Bellary","48.5","0.54","11.52","12.71","24.22","3.48","22.99","0.5","0.0","1.05","2.95","1.98","5.98","39.35","0.0","0.0","5.66","42.21","0.0","0.0"
"73","1993","5","Karnataka","Bellary","53.4","1.45","12.61","11.53","24.13","1.87","19.8","0.94","0.0","1.38","1.49","2.58","5.45","38.94","0.01","0.0","6.88","32.64","0.0","0.0"
"73","1994","5","Karnataka","Bellary","58.84","1.16","10.06","9.32","19.38","2.52","25.48","0.88","0.0","1.54","1.67","2.07","5.28","40.05","0.01","0.0","7.86","38.53","0.0","0.0"
"73","1995","5","Karnataka","Bellary","54.89","0.72","13.37","11.42","24.79","2.41","31.36","0.64","0.0","1.66","0.0","0.0","0.0","29.2","0.0","0.0","0.0","29.95","8.11","0.0"
"73","1996","5","Karnataka","Bellary","55.8","1.11","12.8","10.25","23.05","3.24","36.65","0.34","0.0","3.83","0.0","0.0","0.0","29.49","0.0","0.0","0.0","19.07","10.86","0.0"
"73","1997","5","Karnataka","Bellary","57.54","1.7","11.86","9.82","21.68","2.31","38.57","0.39","0.0","3.61","0.0","0.0","0.0","26.86","0.0","0.0","0.0","16.94","0.0","0.0"
"73","1998","5","Karnataka","Bellary","68.77","1.21","9.39","11.3","20.69","3.32","21.75","0.4","0.0","2.91","1.36","3.42","7.68","31.47","0.12","0.0","7.84","27.12","9.67","0.0"
"73","1999","5","Karnataka","Bellary","79.3","1.09","12.21","13.21","25.42","4.08","31.45","0.1","0.0","1.33","2.42","3.27","7.01","21.33","0.11","0.0","7.34","10.45","8.6","0.0"
"73","2000","5","Karnataka","Bellary","84.01","1.14","11.58","8.63","20.21","2.88","37.62","0.27","0.0","1.49","2.18","4.38","8.06","16.98","0.07","0.0","7.17","10.0","8.02","0.0"
"73","2001","5","Karnataka","Bellary","83.81","1.53","9.77","3.91","13.68","2.61","26.87","0.38","0.0","7.35","1.61","2.64","11.59","12.48","0.04","0.0","7.67","11.87","8.23","0.0"
"73","2002","5","Karnataka","Bellary","71.13","0.55","8.72","5.13","13.85","3.57","38.71","0.43","0.0","7.37","3.35","2.43","13.16","10.85","0.44","0.0","5.33","8.83","11.07","0.01"
"73","2003","5","Karnataka","Bellary","55.97","0.68","7.37","9.07","16.44","3.72","33.14","0.73","0.0","6.93","1.72","1.44","10.09","9.41","0.15","0.0","3.65","3.35","11.44","0.0"
"73","2004","5","Karnataka","Bellary","66.81","0.41","10.69","7.86","18.55","2.79","30.91","0.14","0.0","2.85","2.6","1.53","6.98","12.37","0.06","0.0","5.35","7.67","11.0","0.0"
"73","2005","5","Karnataka","Bellary","102.81","0.81","9.96","6.75","16.71","2.59","39.52","0.26","0.0","5.79","3.22","2.72","11.72","13.69","0.03","0.0","6.82","5.63","11.6","0.0"
"73","2006","5","Karnataka","Bellary","105.92","0.51","7.58","6.73","14.31","2.39","34.45","0.17","0.0","11.86","3.28","2.51","17.65","13.01","0.03","0.0","6.67","4.04","10.85","0.0"
"73","2007","5","Karnataka","Bellary","117.85","0.64","7.97","10.11","18.08","3.26","44.23","0.23","0.0","13.75","3.21","2.23","19.19","13.81","0.0","0.0","4.66","5.78","9.23","0.0"
"73","2008","5","Karnataka","Bellary","122.72","0.57","6.5","9.51","16.01","2.25","44.06","0.26","0.0","16.84","3.05","1.79","21.68","14.53","0.0","0.0","4.4","5.93","9.81","0.0"
"73","2009","5","Karnataka","Bellary","120.37","0.81","6.67","9.27","15.94","1.36","42.2","0.21","0.0","17.77","2.85","1.94","22.56","13.76","0.0","0.0","3.92","7.11","10.35","0.0"
"73","2010","5","Karnataka","Bellary","130.68","0.74","6.75","6.79","13.54","1.3","36.17","0.29","0.0","22.41","2.52","0.0","0.0","13.69","0.0","0.0","4.68","18.05","10.1","0.0"
"73","2011","5","Karnataka","Bellary","116.17","0.51","6.91","12.39","19.3","2.95","40.05","0.71","0.0","26.98","1.89","2.31","31.17","14.05","0.0","0.0","9.47","19.3","10.17","0.01"
"73","2012","5","Karnataka","Bellary","109.15","0.25","4.81","13.71","18.51","2.11","39.94","0.3","0.0","22.23","1.81","2.27","26.3","13.5","0.0","0.0","11.62","36.45","9.45","0.01"
"73","2013","5","Karnataka","Bellary","110.55","0.01","7.93","10.38","18.31","1.23","34.1","0.38","0.0","27.34","0.73","1.2","29.27","16.76","0.0","0.0","8.57","37.93","10.03","0.0"
"73","2014","5","Karnataka","Bellary","118.67","0.03","5.73","12.38","18.1","1.39","29.78","0.34","0.0","14.04","0.86","1.89","16.79","11.93","0.05","0.0","9.42","47.72","13.32","0.0"
"73","2015","5","Karnataka","Bellary","93.67","0.01","6.11","13.68","19.79","1.69","30.96","0.48","0.0","3.55","0.85","4.52","8.93","10.47","0.02","0.0","9.86","37.36","19.17","0.0"
"73","2016","5","Karnataka","Bellary","86.51","0.04","6.88","8.91","15.79","2.56","28.13","0.75","0.0","4.69","2.7","1.39","8.78","6.45","0.22","0.0","9.17","20.89","18.57","0.0"
"73","2017","5","Karnataka","Bellary","101.6","0.55","4.09","17.0","21.09","1.13","30.2","1.0","0.0","6.32","1.54","1.53","9.38","8.67","0.0","0.0","7.27","27.36","19.58","0.0"
"74","1966","5","Karnataka","Dharwad","54.8","0.1","0.0","0.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","-1.0","-1.0"
"74","1967","5","Karnataka","Dharwad","54.7","0.1","0.2","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","0.0","-1.0","-1.0"
"74","1968","5","Karnataka","Dharwad","60.0","0.3","0.6","0.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.2","-1.0","-1.0"
"74","1969","5","Karnataka","Dharwad","59.3","0.2","0.2","0.7","0.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","0.1","-1.0","-1.0"
"74","1970","5","Karnataka","Dharwad","61.0","0.3","1.4","0.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","0.0","0.0","2.0","0.8","1.9","0.0"
"74","1971","5","Karnataka","Dharwad","55.1","3.0","5.4","6.6","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","0.0","0.0","2.1","0.6","2.0","0.0"
"74","1972","5","Karnataka","Dharwad","54.6","0.9","3.1","0.0","3.1","0.2","0.3","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.0","0.0","2.1","0.5","2.3","0.0"
"74","1973","5","Karnataka","Dharwad","52.2","3.5","4.2","1.1","5.3","0.1","0.3","0.0","0.0","0.0","0.0","0.0","0.0","2.7","0.0","0.0","2.4","0.7","1.9","0.0"
"74","1974","5","Karnataka","Dharwad","51.1","3.7","4.2","1.0","5.2","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","3.9","0.0","0.0","3.3","3.1","1.9","0.0"
"74","1975","5","Karnataka","Dharwad","53.6","4.9","7.9","0.3","8.2","0.2","0.4","1.1","0.0","0.0","0.0","0.0","0.0","8.3","0.0","0.0","3.0","4.6","3.6","0.0"
"74","1976","5","Karnataka","Dharwad","31.4","7.9","1.8","5.2","7.0","0.1","0.7","0.0","0.0","0.1","0.0","0.0","0.1","4.6","0.0","0.0","2.8","5.4","2.6","0.0"
"74","1977","5","Karnataka","Dharwad","36.2","8.8","4.4","6.6","11.0","0.1","1.3","0.0","0.0","0.3","0.0","0.2","0.5","3.9","0.0","0.0","2.5","6.1","2.5","0.14"
"74","1978","5","Karnataka","Dharwad","41.5","9.9","7.6","2.1","9.7","0.0","2.0","0.1","0.0","0.6","0.0","0.1","0.7","8.3","0.0","0.0","2.0","9.0","2.6","0.0"
"74","1979","5","Karnataka","Dharwad","45.5","10.6","7.9","1.5","9.4","0.0","5.0","0.0","0.0","0.4","0.2","0.8","1.4","8.5","0.0","0.0","2.2","9.0","2.3","0.0"
"74","1980","5","Karnataka","Dharwad","41.7","8.0","6.0","10.3","16.3","0.1","7.0","0.1","0.0","0.5","0.2","1.4","2.1","10.4","0.1","0.0","2.4","7.7","1.5","0.0"
"74","1981","5","Karnataka","Dharwad","37.9","10.2","4.6","4.5","9.1","0.1","7.0","0.0","0.0","0.8","0.0","0.8","1.6","9.2","0.0","0.0","2.4","10.3","1.9","0.0"
"74","1982","5","Karnataka","Dharwad","36.6","13.3","3.2","1.2","4.4","0.0","9.1","0.1","0.0","1.0","0.0","1.1","2.1","13.4","0.0","0.0","1.6","34.4","2.1","0.0"
"74","1983","5","Karnataka","Dharwad","38.2","10.5","3.5","1.5","5.0","0.0","9.3","0.0","0.0","0.5","0.0","0.3","0.8","11.1","0.0","0.0","1.3","21.8","1.9","0.0"
"74","1984","5","Karnataka","Dharwad","37.0","10.3","5.0","1.3","6.3","0.0","8.3","0.1","0.0","0.9","0.1","0.5","1.5","10.7","0.0","0.0","2.1","14.6","2.0","0.0"
"74","1985","5","Karnataka","Dharwad","19.2","5.3","3.7","2.2","5.9","0.0","8.2","0.0","0.0","0.7","0.1","1.3","2.1","13.7","0.0","0.0","2.2","33.4","2.7","1.52"
"74","1986","5","Karnataka","Dharwad","24.7","13.5","11.1","3.2","14.3","0.3","15.8","0.1","0.0","1.8","0.3","1.8","3.9","15.1","0.0","0.0","3.6","17.6","3.3","0.76"
"74","1987","5","Karnataka","Dharwad","17.4","13.2","6.4","3.6","10.0","0.7","11.9","0.1","0.0","5.0","0.2","2.8","8.0","15.8","0.0","0.0","6.3","16.3","3.9","0.01"
"74","1988","5","Karnataka","Dharwad","36.9","15.8","4.9","2.9","7.7","0.7","14.9","0.1","0.0","3.3","0.1","2.6","6.0","18.2","0.0","0.0","6.4","28.9","3.3","0.07"
"74","1989","5","Karnataka","Dharwad","33.6","11.7","6.2","4.0","10.2","0.3","16.3","0.1","0.0","2.2","0.1","1.9","4.2","24.5","0.0","0.0","5.1","40.8","3.5","0.09"
"74","1990","5","Karnataka","Dharwad","26.88","12.15","6.23","4.22","10.45","0.11","19.97","0.04","0.0","5.56","0.19","2.84","8.59","19.37","0.0","0.05","5.78","28.72","0.0","0.0"
"74","1991","5","Karnataka","Dharwad","33.55","14.63","7.07","3.1","10.18","0.13","22.91","0.0","0.0","6.41","0.18","2.42","9.01","23.07","0.0","0.04","5.52","26.87","0.0","0.0"
"74","1992","5","Karnataka","Dharwad","35.52","18.26","8.24","2.27","10.51","0.15","27.17","0.0","0.0","5.09","0.07","2.05","7.21","23.59","0.0","0.0","5.57","27.6","0.0","0.0"
"74","1993","5","Karnataka","Dharwad","41.11","18.88","6.38","4.27","10.65","0.15","27.36","0.0","0.0","7.55","0.1","2.27","9.92","22.37","0.0","0.08","8.88","23.41","0.0","0.0"
"74","1994","5","Karnataka","Dharwad","48.03","17.61","6.14","3.02","9.15","0.19","31.54","0.0","0.0","9.41","0.2","2.65","12.26","26.56","0.0","0.05","11.99","27.42","0.0","0.0"
"74","1995","5","Karnataka","Dharwad","35.91","11.21","7.4","2.73","10.14","0.11","34.47","0.01","0.0","5.57","0.0","0.0","0.0","17.79","0.0","0.0","0.0","29.98","9.87","0.01"
"74","1996","5","Karnataka","Dharwad","30.52","18.88","7.17","4.76","11.94","0.04","20.24","0.0","0.0","5.98","0.0","0.0","0.0","15.23","0.0","0.0","0.0","14.01","9.69","0.04"
"74","1997","5","Karnataka","Dharwad","37.89","19.64","7.27","5.37","12.64","0.03","38.11","0.0","0.0","7.95","0.0","0.0","0.0","20.59","0.0","0.0","0.0","14.92","0.0","0.0"
"74","1998","5","Karnataka","Dharwad","37.08","21.93","6.26","3.02","9.29","0.01","40.27","0.0","0.0","9.27","0.38","2.71","12.35","20.08","0.0","0.04","9.79","18.9","14.82","0.0"
"74","1999","5","Karnataka","Dharwad","38.89","20.16","6.73","7.88","14.62","0.0","46.42","0.0","0.0","8.31","0.06","3.99","12.36","19.16","0.0","0.09","11.21","10.36","15.94","0.0"
"74","2000","5","Karnataka","Dharwad","42.32","15.41","6.5","6.28","12.78","0.05","55.91","0.0","0.0","14.71","0.09","3.96","18.76","17.88","0.06","0.33","11.39","8.66","14.15","0.0"
"74","2001","5","Karnataka","Dharwad","26.12","18.68","3.69","5.01","8.7","0.05","20.32","0.0","0.0","15.82","0.0","3.3","19.11","10.28","0.0","0.0","9.17","6.69","14.93","0.0"
"74","2002","5","Karnataka","Dharwad","32.77","12.07","3.9","6.7","10.6","0.28","25.16","0.0","0.0","10.69","0.0","2.9","13.6","12.76","0.0","0.12","7.5","2.52","14.66","0.0"
"74","2003","5","Karnataka","Dharwad","24.59","21.78","4.06","9.04","13.09","0.02","17.92","0.0","0.0","15.53","0.02","2.49","18.04","15.72","0.0","0.08","6.99","1.83","14.91","0.0"
"74","2004","5","Karnataka","Dharwad","30.52","19.09","4.77","11.92","16.69","0.03","40.18","0.0","0.0","18.56","0.07","2.94","21.57","15.85","0.0","0.18","4.01","6.05","17.26","0.0"
"74","2005","5","Karnataka","Dharwad","28.35","23.17","4.49","5.57","10.07","0.04","63.53","0.0","0.0","15.0","0.03","3.34","18.37","15.71","0.0","0.08","4.95","1.21","18.44","0.0"
"74","2006","5","Karnataka","Dharwad","31.5","21.75","3.22","3.61","6.83","0.02","55.22","0.0","0.0","17.35","0.03","4.54","21.92","10.76","0.0","0.03","8.55","4.3","20.15","0.0"
"74","2007","5","Karnataka","Dharwad","31.9","22.27","4.38","6.73","11.11","0.01","64.09","0.01","0.0","19.95","0.01","2.52","22.47","12.75","0.0","0.02","11.31","5.37","21.4","0.0"
"74","2008","5","Karnataka","Dharwad","37.6","19.58","1.99","6.3","8.3","0.02","54.86","0.0","0.0","20.23","0.0","1.81","22.04","10.64","0.01","0.03","7.68","6.53","27.24","0.04"
"74","2009","5","Karnataka","Dharwad","40.61","23.6","2.87","6.06","8.92","0.02","70.65","0.0","0.0","26.41","0.0","2.15","28.56","16.19","0.0","0.0","8.74","17.83","30.21","0.0"
"74","2010","5","Karnataka","Dharwad","41.19","24.68","2.58","5.85","8.43","0.01","72.6","0.0","0.0","17.22","0.04","0.0","0.0","15.62","0.0","0.0","14.02","27.08","27.26","0.0"
"74","2011","5","Karnataka","Dharwad","38.3","26.61","2.42","7.96","10.38","0.07","84.71","0.0","0.0","18.1","0.01","1.82","19.93","14.13","0.0","0.01","18.89","23.82","25.66","0.0"
"74","2012","5","Karnataka","Dharwad","37.28","22.66","2.75","11.18","13.92","0.18","46.35","0.01","0.0","23.63","0.08","1.64","25.34","14.82","0.0","0.0","19.62","18.45","19.67","0.0"
"74","2013","5","Karnataka","Dharwad","38.84","20.14","2.11","6.73","8.83","0.02","76.75","0.0","0.0","15.22","0.06","4.85","20.14","12.47","0.01","0.0","24.76","22.65","25.4","0.04"
"74","2014","5","Karnataka","Dharwad","36.88","12.18","1.49","12.38","13.88","0.04","59.77","0.01","0.0","12.51","0.07","4.4","16.96","13.48","0.0","0.0","32.6","35.53","24.93","0.04"
"74","2015","5","Karnataka","Dharwad","35.16","13.03","1.06","12.85","13.92","0.04","49.03","0.0","0.0","21.28","0.13","11.07","32.48","12.16","0.02","0.0","31.13","22.67","27.7","0.02"
"74","2016","5","Karnataka","Dharwad","30.01","9.44","1.28","15.82","17.1","0.02","59.84","0.0","0.0","15.66","0.08","15.11","30.85","9.4","0.0","0.01","25.28","27.82","23.43","0.06"
"74","2017","5","Karnataka","Dharwad","24.24","14.7","1.05","18.18","19.23","0.1","55.9","0.01","0.0","23.21","0.29","4.3","27.8","10.44","0.0","0.0","28.94","20.05","26.13","0.11"
