"Dist Code","Year","State Code","State Name","Dist Name","ANNUAL RAINFALL (Millimeters)"
"81","1976","5","Karnataka","Uttara Kannada","2476.7"
"81","1977","5","Karnataka","Uttara Kannada","2923.1"
"81","1978","5","Karnataka","Uttara Kannada","3193.8"
"81","1979","5","Karnataka","Uttara Kannada","2466.2"
"81","1980","5","Karnataka","Uttara Kannada","3134.2"
"81","1981","5","Karnataka","Uttara Kannada","3198.2"
"81","1982","5","Karnataka","Uttara Kannada","3774.7"
"81","1983","5","Karnataka","Uttara Kannada","3552.4"
"81","1984","5","Karnataka","Uttara Kannada","2957.0"
"81","1985","5","Karnataka","Uttara Kannada","2583.0"
"81","1986","5","Karnataka","Uttara Kannada","2316.8"
"81","1987","5","Karnataka","Uttara Kannada","2339.6"
"81","1988","5","Karnataka","Uttara Kannada","3126.1"
"81","1989","5","Karnataka","Uttara Kannada","2587.9"
"81","1990","5","Karnataka","Uttara Kannada","3277.0"
"81","1991","5","Karnataka","Uttara Kannada","2765.0"
"81","1992","5","Karnataka","Uttara Kannada","2869.0"
"81","1993","5","Karnataka","Uttara Kannada","2545.1"
"81","1994","5","Karnataka","Uttara Kannada","3093.7"
"81","1995","5","Karnataka","Uttara Kannada","2485.0"
"81","1996","5","Karnataka","Uttara Kannada","2516.0"
"81","1997","5","Karnataka","Uttara Kannada","3195.0"
"81","1998","5","Karnataka","Uttara Kannada","2629.0"
"81","1999","5","Karnataka","Uttara Kannada","3117.0"
"81","2000","5","Karnataka","Uttara Kannada","2812.0"
"81","2001","5","Karnataka","Uttara Kannada","2112.0"
"81","2002","5","Karnataka","Uttara Kannada","2301.0"
"81","2003","5","Karnataka","Uttara Kannada","-1.0"
"81","2004","5","Karnataka","Uttara Kannada","2536.0"
"81","2005","5","Karnataka","Uttara Kannada","3057.0"
"81","2006","5","Karnataka","Uttara Kannada","3240.0"
"81","2007","5","Karnataka","Uttara Kannada","3491.5"
"81","2008","5","Karnataka","Uttara Kannada","2574.0"
"81","2009","5","Karnataka","Uttara Kannada","3103.7"
"81","2010","5","Karnataka","Uttara Kannada","2879.0"
"81","2011","5","Karnataka","Uttara Kannada","3237.0"
"81","2012","5","Karnataka","Uttara Kannada","3034.9"
"81","2013","5","Karnataka","Uttara Kannada","3649.2"
"81","2014","5","Karnataka","Uttara Kannada","3289.8"
"81","2015","5","Karnataka","Uttara Kannada","2135.7"
"82","1966","5","Karnataka","Kodagu / Coorg","2229.2"
"82","1967","5","Karnataka","Kodagu / Coorg","2822.4"
"82","1968","5","Karnataka","Kodagu / Coorg","2386.8"
"82","1969","5","Karnataka","Kodagu / Coorg","2678.2"
"82","1970","5","Karnataka","Kodagu / Coorg","2930.3"
"82","1971","5","Karnataka","Kodagu / Coorg","2628.3"
"82","1972","5","Karnataka","Kodagu / Coorg","2360.9"
"82","1973","5","Karnataka","Kodagu / Coorg","2734.5"
"82","1974","5","Karnataka","Kodagu / Coorg","2737.4"
"82","1975","5","Karnataka","Kodagu / Coorg","3285.3"
"82","1976","5","Karnataka","Kodagu / Coorg","2001.3"
"82","1977","5","Karnataka","Kodagu / Coorg","3239.7"
"82","1978","5","Karnataka","Kodagu / Coorg","3022.8"
"82","1979","5","Karnataka","Kodagu / Coorg","2742.4"
"82","1980","5","Karnataka","Kodagu / Coorg","3031.0"
"82","1981","5","Karnataka","Kodagu / Coorg","2976.5"
"82","1982","5","Karnataka","Kodagu / Coorg","2072.5"
"82","1983","5","Karnataka","Kodagu / Coorg","2435.6"
"82","1984","5","Karnataka","Kodagu / Coorg","2906.9"
"82","1985","5","Karnataka","Kodagu / Coorg","2158.4"
"82","1986","5","Karnataka","Kodagu / Coorg","2382.0"
"82","1987","5","Karnataka","Kodagu / Coorg","1728.7"
"82","1988","5","Karnataka","Kodagu / Coorg","2232.6"
"82","1989","5","Karnataka","Kodagu / Coorg","2576.6"
"82","1990","5","Karnataka","Kodagu / Coorg","2367.0"
"82","1991","5","Karnataka","Kodagu / Coorg","2628.0"
"82","1992","5","Karnataka","Kodagu / Coorg","2942.0"
"82","1993","5","Karnataka","Kodagu / Coorg","2262.7"
"82","1994","5","Karnataka","Kodagu / Coorg","3269.3"
"82","1995","5","Karnataka","Kodagu / Coorg","2686.0"
"82","1996","5","Karnataka","Kodagu / Coorg","2997.0"
"82","1997","5","Karnataka","Kodagu / Coorg","3358.0"
"82","1998","5","Karnataka","Kodagu / Coorg","2826.0"
"82","1999","5","Karnataka","Kodagu / Coorg","2939.0"
"82","2000","5","Karnataka","Kodagu / Coorg","2835.0"
"82","2001","5","Karnataka","Kodagu / Coorg","2557.0"
"82","2002","5","Karnataka","Kodagu / Coorg","2118.0"
"82","2003","5","Karnataka","Kodagu / Coorg","1928.0"
"82","2004","5","Karnataka","Kodagu / Coorg","2787.0"
"82","2005","5","Karnataka","Kodagu / Coorg","3327.0"
"82","2006","5","Karnataka","Kodagu / Coorg","2932.0"
"82","2007","5","Karnataka","Kodagu / Coorg","3760.1"
"82","2008","5","Karnataka","Kodagu / Coorg","2116.0"
"82","2009","5","Karnataka","Kodagu / Coorg","2500.9"
"82","2010","5","Karnataka","Kodagu / Coorg","2647.0"
"82","2011","5","Karnataka","Kodagu / Coorg","3077.0"
"82","2012","5","Karnataka","Kodagu / Coorg","1807.7"
"82","2013","5","Karnataka","Kodagu / Coorg","3031.3"
"82","2014","5","Karnataka","Kodagu / Coorg","2630.0"
"82","2015","5","Karnataka","Kodagu / Coorg","2486.6"
