,PADDY,SORGHUM,MAIZE,FINGER MILLET,CHICKPEA,PIGEONPEA,GROUNDNUT
2017,926.7578686949123,665.5863497045716,1009.4808160825138,658.9114051214722,2160.09583860064,2853.049492633466,2622.8082341506997
2018,671.8870213980649,1200.3820960395124,690.4512154190656,1020.8491346186314,2155.4139659589,3716.620033411118,2313.4642124356055
2019,829.0297844787572,1050.8423632210438,986.1987261236591,696.2089643955878,2731.2695320282824,4202.1664950796385,2559.9633912807803
2020,1243.1143513009615,650.433385311414,802.4805327862682,1027.9145089305034,2333.4714165088963,3674.755182758545,2419.6640161637165
2021,955.7625504485253,699.026504587548,1059.2188566749803,663.7230193686987,2324.6122574146702,2149.699808532948,2959.7067091879476
2022,666.2380926314778,703.1649184622515,717.8635552653535,993.997985744355,3256.504342551406,2597.984564335983,2686.7970769271974
2023,966.0454395256844,1460.1033122851045,890.2567742883145,446.1595778891857,2455.703164263995,2383.845342905619,3051.0104122600565
2024,1009.1342296057961,1315.2830253231832,688.9563230843854,917.7903134870221,2208.707266742032,1292.2361815206214,3175.986072193874
2025,813.6794849272653,753.5267339305661,909.5405880745715,657.7465428012509,3694.030423427792,3334.034468341344,3086.485666954848
2026,1050.4362455002622,774.7752293972012,1096.5817714346304,817.9913067990656,1981.1125956672934,2234.9397409965877,2833.9129830271086
2027,1247.6859425196678,1077.2021666563141,834.0305682235693,625.4334768792419,2022.4122465218586,3027.8268231934935,2759.5212391892073
2028,1053.4186985249473,1119.538070689298,586.7637508563357,925.7945797674797,2131.5562295562186,3081.887602759441,2690.918406172203
2029,1202.8519761105192,1405.939778942214,907.0391788142588,888.6294534467514,3031.6613920773575,1759.9932888194928,2562.0791610582214
2030,933.7832875438987,717.5611542827912,1011.3169350504554,536.1588030829093,1758.9453940782541,2313.4421181953917,2958.1902762670243
2031,1059.492588580207,1010.8735102145382,704.4730245459788,585.7203422862465,1518.7326966128012,3878.2016373026627,2596.2516321827648
2032,895.1800809266168,621.2152362592888,836.4022308519213,771.712357623948,1788.2007798113455,3771.912589533483,2894.8184020314457
2033,1373.7379655686987,943.9568700257695,1099.0064683098506,721.5556407900982,2717.311695670366,4911.360829809307,3032.0258745156116
2034,970.0857556610891,358.1990497615211,877.4225689264069,837.8777783700991,2303.548149764949,5519.98350035489,2977.8675650630107
2035,916.7760429783987,592.1369557400052,798.2710269991131,628.5734802248152,2341.3039432450605,4269.583385388206,1816.9416074190212
2036,829.4367953356538,1012.5267767357442,1107.7851398899859,927.0988816942776,3025.2727517453054,4087.2533560612155,2818.249570026126
2037,932.514214811462,1017.7748269223313,748.0028228713883,497.25147538662316,1769.6479495777512,2038.1635961551378,3273.607756676084
2038,973.0962519355959,948.6453107175503,785.1122570352176,716.9006203238993,2218.584042494407,3202.6971281529695,4134.845866966875
2039,876.4294392879632,755.2504795424875,914.1968840168264,709.1993052519238,2396.6544303973374,1384.3966453643504,2686.8321836414425
2040,921.7239437985971,1239.9598678564523,837.205701885959,1075.3763853798714,1568.2239247355005,3806.5033677960337,2291.644272780857
2041,1151.646633494607,683.2338777046406,847.6357088916907,978.6467968906948,2677.512690638975,3408.882096293671,2539.8707489714207
