Dist Code,Year,State Code,State Name,Dist Name,PADDY,SORGHUM,MAIZE,FINGER MILLET,CHICKPEA,PIGEONPEA,GROUNDNUT,Inflation Index
1012,1998,5,Karnataka,Davanagere,,,,,,,,99.99999999999999
1012,1999,5,Karnataka,Davanagere,,848.3162325872706,,719.06633448921,,2812.550599457796,1680.248675274787,100.00000000000001
1012,2000,5,Karnataka,Davanagere,1013.1478530721106,712.4496707100677,656.0687615171846,565.5176043286149,,2948.8924020277623,1503.4909118102148,100.0
1012,2001,5,Karnataka,Davanagere,1015.4370329966193,771.7321450774307,823.7225211668576,617.3857160619445,,3098.301475079285,2056.869254037952,100.0
1012,2002,5,Karnataka,Davanagere,965.5582479454092,881.5277271882554,872.0148380459361,772.1295020515834,,3310.4854215271175,2413.1028791016633,100.00000000000001
1012,2003,5,Karnataka,Davanagere,931.8072138184524,781.2729304875231,752.6714166546465,692.4577033222748,,2695.316343040289,2589.189673291984,100.0
1012,2004,5,Karnataka,Davanagere,979.9669222642847,656.6060790387497,686.2592568017901,658.018135122704,,2108.1997333437707,1657.7538425623488,100.0
1012,2005,5,Karnataka,Davanagere,909.2655996962166,636.8924468811055,585.3990150056119,651.7984403187484,,4008.3571444134254,1531.2520531396792,100.0
1012,2006,5,Karnataka,Davanagere,727.3065203921656,948.8276964975258,804.1346739547183,670.9658744462936,2846.4830894925776,2496.914990782963,2550.6946982767495,100.0
1012,2007,5,Karnataka,Davanagere,1104.9742436607992,817.1443082259773,1024.479431208688,869.5878981568983,2717.3097294439963,2699.015453886698,2406.3070449699303,100.0
1012,2008,5,Karnataka,Davanagere,963.2948632778914,854.5176784839967,890.4029353232197,786.111407634228,2310.113409024978,3340.6931288764126,2605.045363672342,100.0
1012,2009,5,Karnataka,Davanagere,1053.9803168135004,1127.3864303545654,879.7777488578387,852.387407984307,2136.4465881354736,4774.684221074048,2346.804406044197,100.0
1012,2010,5,Karnataka,Davanagere,1094.7142857142858,1088.1666666666667,853.0,939.0,2063.0,3399.5,2286.0,100.0
1012,2011,5,Karnataka,Davanagere,1121.2408593442385,1048.0748473401643,981.9992395909443,1004.8364312093383,1921.9780466040436,2229.8233896199954,2422.569286879241,100.00000000000001
1012,2012,5,Karnataka,Davanagere,1157.8439776032012,1027.0529684747228,1122.8204437780018,1863.4222527900274,1791.0646047831053,2411.6378447483544,3168.4137162560446,99.99999999999999
1012,2013,5,Karnataka,Davanagere,1205.5486450885903,1022.0822149221577,1070.8040692547652,1589.2476683962125,1699.0737267813165,2604.3311639114763,3036.367496529349,100.0
1012,2014,5,Karnataka,Davanagere,1270.1295999636268,1035.149856911505,1056.3763541660746,879.79273283358,1643.9466339980925,2826.119284777139,3269.1410250228228,100.0
1012,2015,5,Karnataka,Davanagere,1429.4379236911043,1125.1539327851333,1108.0815103946072,1303.1949091434744,1710.4941290317342,3259.2067316008665,3914.4625623991446,100.0
1012,2016,5,Karnataka,Davanagere,1538.144145048252,1277.8553420786907,1115.1748402227147,2012.3578079584217,1711.3988795248663,3652.9906691759384,3380.500828567179,100.0
