,PADDY,SORGHUM,MAIZE,FINGER MILLET,CHICKPEA,PIGEONPEA,GROUNDNUT
2017,1208.9471004180184,516.8205555359241,862.9235773303425,727.7529537401426,2307.604895248406,4630.885682509348,2837.9298910315515
2018,856.5264552631211,543.1246792960267,949.7495587525692,799.1150940197396,3160.708365085698,4023.5655140299095,3191.940480892013
2019,976.6258185711862,901.7578072830579,1122.1148009479405,891.8114936310919,3127.2288750641833,3636.240796967032,2369.756020072686
2020,753.9341163605429,1062.1044959489393,792.8359298691887,1037.1969565893892,2491.685192490994,3642.7573036078,1966.9359506115507
2021,1110.8775143648622,959.2323022031167,981.9079429086844,781.3644501977747,2139.3882745354094,3104.5633472328864,2477.34965743063
2022,851.7976825825189,1105.6891988968769,926.3000373740601,1043.33545452641,1771.0562426195188,3024.1336959572805,1840.0562042414049
2023,1241.9012045099653,1045.5505319767813,1179.4107943946956,767.1909432216273,2763.678691154368,2537.432640679578,1704.2363736245952
2024,830.3761406586053,805.7027045476804,712.6150831708424,869.2068014733485,2836.8478742942507,2786.8481640300306,2113.5817537905705
2025,1212.4681747972281,881.9211124345326,711.657411545958,857.9662989904176,2817.9253777097865,1285.6969536614138,1954.4007577849952
2026,1103.2186368082619,1199.818750486851,737.0248968041057,632.4745264868951,2193.3249119995057,3112.393593524747,2618.143899601298
2027,898.996561286919,910.1001673566706,882.9032811965054,1225.4815312580458,2575.868386150664,2772.036111947024,3136.7634095995113
2028,900.0018024540511,758.3594145845642,875.8940466642885,316.9393073791723,2467.762347990874,3313.7116171030466,2754.6680904172417
2029,1143.5584110665466,1313.1891042111165,943.4508898196527,971.2298393062326,2274.7112988275367,3318.0245920747325,2091.5519206866406
2030,1068.8022702347964,952.5355202087171,774.6973757810954,813.89130129918,2099.830232860028,2185.7826101199844,2518.2451235934705
2031,1013.3800271179269,492.0638314223452,1167.8662286467384,841.442923555323,1809.9886565094162,873.254643712512,2743.702428978989
2032,891.5592743337421,1045.0911607557748,933.9577321674115,494.30607365045796,1190.1495951391762,4128.7876061465395,2841.199019478603
2033,756.6398840382333,804.6091479905886,773.0727991686797,245.02101877742723,2663.564699028659,1695.1346925517985,2296.4131810485296
2034,1031.1150357360036,548.0267415869419,1003.0636208771161,1217.586880409197,2113.047882582425,1277.0707880771395,2268.13404002018
2035,1191.7304442954241,808.6800170276664,1065.3237373398795,957.542540467679,3020.3131737290005,3390.925445761837,1704.781682670704
2036,957.8429429717343,1025.8385588703632,888.3042648767597,982.6957244204729,2282.604643129844,2346.701869903244,2375.7168422148056
2037,1100.8011803197949,933.874679617048,1050.4487606205753,1003.6053401833565,2006.6862055606891,1602.5845945959936,1966.8487831178459
2038,1070.8022321961478,808.678138027012,972.599964092889,640.2966424122679,1730.5793012910908,3351.1065309908067,2502.2210621608415
2039,1100.890454642507,624.2231435662337,989.3849728252869,1302.0441527196472,3155.653445362327,3164.860200518204,3468.8276352283992
2040,988.1797435288869,1049.4135697443785,1108.4223959465,921.641880945665,2927.191577933863,2592.232881445401,1893.8253540131004
2041,993.4611827844152,843.7551543696055,1080.6612177491743,668.8776347678468,2185.8307569123394,5041.621489482903,2593.065862434073
